model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,80,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,1.0,0.9999,1.0,1.0,1.0
XGBoost,80,21,0.9524,0.875,0.9048,0.9456,0.975,0.0226,0.8571,1.0,0.6552,1.0,95,1000,0.8039,0.4096,0.4286,0.7619,0.9524
LogisticRegression,80,21,0.9048,0.95,0.8889,0.9153,1.0,0.0952,0.7619,1.0,0.6956,1.0,95,1000,0.9339,0.6007,0.8095,0.9048,1.0
RandomForest,80,21,0.8571,0.925,0.8559,0.862,0.975,0.1179,0.7143,1.0,0.6408,1.0,95,1000,0.9168,0.5059,0.7143,0.9048,1.0
ExtraTrees,80,21,0.8571,0.925,0.8487,0.8752,0.9875,0.1304,0.7143,1.0,0.6667,1.0,95,1000,0.8912,0.5093,0.619,0.8571,1.0
