,precision,recall,f1-score,support
Pre-launch (baseline),0.8888888888888888,1.0,0.9411764705882353,8.0
Pre-encryption,0.8,1.0,0.8888888888888888,8.0
Encrypting,1.0,0.875,0.9333333333333333,16.0
Post-encryption,1.0,0.9166666666666666,0.9565217391304348,12.0
accuracy,0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818
macro avg,0.9222222222222223,0.9479166666666666,0.929980107985223,44.0
weighted avg,0.9434343434343435,0.9318181818181818,0.9330026608798988,44.0
