,precision,recall,f1-score,support
Pre-launch (baseline),0.2857142857142857,0.4,0.3333333333333333,10.0
Pre-encryption,0.3333333333333333,0.1,0.15384615384615385,10.0
Encrypting,0.5925925925925926,0.8,0.6808510638297872,20.0
Post-encryption,0.9090909090909091,0.6666666666666666,0.7692307692307693,15.0
accuracy,0.5636363636363636,0.5636363636363636,0.5636363636363636,0.5636363636363636
macro avg,0.5301827801827802,0.4916666666666667,0.48431533006001093,55.0
weighted avg,0.5759762123398486,0.5636363636363636,0.5459505033973119,55.0
