feature,importance
pslist_wow64_count,0.2819942447509214
pslist_parent_missing_count,0.0746227811606765
cmdline_unusual_dir_ratio,0.07216458101454863
ldrmodules_not_in_load,0.06887237268801208
vad_avg_regions_per_process,0.05268879590164125
filescan_total,0.035019172338448555
netstat_total,0.032417792756967254
ldrmodules_not_in_mem,0.02962787063012858
psscan_count,0.02729446098724265
cmdline_avg_length,0.02555843801671118
vad_total,0.023755209581751424
cmdline_script_tool_count,0.02196306563783048
handle_registry_ratio,0.018677461261183487
dlllist_unusual_path_ratio,0.017605272337126176
handle_semaphore_count,0.017123164495413738
pslist_exited_count,0.01666988776853895
ldrmodules_max_per_process,0.015388380110955766
cmdline_suspicious_count,0.014532639216756035
vad_rwx_pid_count,0.012922993221277502
vad_priv_exec_ratio,0.010325051836822485
malfind_rwx_ratio,0.008678189620119353
ldrmodules_avg_per_process,0.008524925935465303
handle_mutex_count,0.008206725042250507
handle_section_count,0.008157579499302696
vad_rwx_ratio,0.00792178660789134
svcscan_stopped,0.0065697294998852875
vad_rwx_region_count,0.005773653020900928
dlllist_unusual_path_pid_count,0.005036767472352561
handle_file_ratio,0.0047124743733169905
tier1_composite,0.004636512850071544
pslist_unique_names,0.004536076500488408
dlllist_avg_per_process,0.004500068094745775
svcscan_security_stopped,0.004262903044284061
handle_avg_per_process,0.00419972230805798
pslist_avg_threads,0.00377847239724507
ldrmodules_not_in_init,0.003554006003719969
handle_thread_count,0.0035248310387737606
dlllist_non_system,0.003022960027190156
pslist_avg_children,0.0030109574846903828
hidden_process_count,0.002900855819543762
dlllist_total,0.0022085621933692853
handle_registry_count,0.0021175421337902636
vad_private_region_count,0.0019658390050012985
vad_exec_count,0.0019124073019248149
dlllist_crypto_ratio,0.0017398450929747124
dlllist_max_load_total_per_process,0.0015600621227233073
vad_private_exec,0.001334978672522424
handle_timer_count,0.001292604512475458
svcscan_running,0.0009781670614901156
handle_mutex_ratio,0.0009302381505728622
handle_token_count,0.0008794006838455293
ldrmodules_total,0.0008618170865420521
dlllist_unusual_path_hit_count,0.0008476386640486902
dlllist_crypto_pid_count,0.0007600999710192291
dlllist_crypto_hit_count,0.0007058459600071385
ldrmodules_suspicious_path_hit_count,0.0005703382143781368
malfind_max_regions_per_process,0.0005189449084381098
vad_private_ratio,0.0005090636769066357
signal_injection_score,0.0004850332411569829
handle_event_count,0.0003797856753685456
handle_file_count,0.00032405108109014204
dlllist_avg_load_total_per_process,0.0003144738837247069
malfind_rwx_pid_count,0.00028717137714668505
handle_directory_count,0.0002424572100228027
netstat_outbound_ratio,0.00021853661870559565
priv_total_enabled,0.00019852895039116993
svcscan_total,0.0001926174517016264
netstat_listening,0.0001409316222828032
netstat_unique_ips,0.00012256742185069256
dlllist_unique_dlls,0.00011009191230658079
malfind_avg_regions_per_process,0.00010544979791270131
vad_exec_ratio,8.279819922660313e-05
netstat_established_ratio,7.49467633784408e-05
handle_desktop_count,6.731210206807919e-05
netstat_established,4.723407071398172e-05
ldrmodules_suspicious_path_pid_count,3.067522242759367e-05
netstat_outbound_count,2.9324355515295316e-05
handle_process_count,2.5838007320041423e-05
vad_private_pid_count,2.5476729656770406e-05
malfind_rwx_region_count,1.690302118930759e-05
pslist_ransom_procs,1.5809789675121514e-05
vad_max_regions_per_process,1.1720032981525586e-05
handle_port_count,6.002537708242816e-06
cmdline_unusual_dir_count,4.99149606350827e-06
dlllist_avg_max_loadcount_per_process,4.328405814591332e-06
ldrmodules_suspicious_path_ratio,3.172484566066828e-06
pslist_wannacry_procs,2.73443333802159e-06
malfind_mz_regions,2.0339355218870655e-06
cmdline_with_args,6.721496756495901e-07
vad_pid_count,1.0105830729844071e-07
handle_total,1.1336055287857331e-09
pslist_max_children,3.4178126501889836e-11
malfind_count,2.7835265447840567e-11
pslist_count,2.9067200532434446e-13
cmdline_max_length,1.3628408137952275e-15
cmdline_count,0.0
dlllist_crypto_dlls,0.0
ldrmodules_hidden_count,0.0
malfind_private_exec,0.0
malfind_shellcode_regions,0.0
malfind_pid_count,0.0
vad_avg_max_region_size_per_process,0.0
vad_max_total_mem_per_process,0.0
vad_avg_total_mem_per_process,0.0
malfind_private,0.0
