model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9963,0.9508,1.0,1.0,1.0
ExtraTrees,84,21,1.0,1.0,1.0,1.0,0.9881,-0.0119,1.0,1.0,1.0,1.0,95,1000,0.9597,0.7464,0.7619,1.0,1.0
LogisticRegression,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9912,0.9053,1.0,1.0,1.0
GradientBoosting,84,21,0.9524,0.9706,0.9293,0.9543,1.0,0.0476,0.8571,1.0,0.7372,1.0,95,1000,1.0,1.0,1.0,1.0,1.0
XGBoost,84,21,0.8095,0.5,0.4474,0.7243,0.8333,0.0238,0.619,0.9524,0.3824,0.4878,95,1000,0.8348,0.6439,0.4762,0.8095,1.0
