,precision,recall,f1-score,support
Benign/Dormant,0.8095238095238095,1.0,0.8947368421052632,17.0
Pre-enc Active,0.0,0.0,0.0,4.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.40476190476190477,0.5,0.4473684210526316,21.0
weighted avg,0.655328798185941,0.8095238095238095,0.7243107769423559,21.0
