,precision,recall,f1-score,support
Pre-encryption,0.3125,1.0,0.47619047619047616,5.0
Encryption-active,1.0,0.7608695652173914,0.8641975308641975,46.0
accuracy,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961
macro avg,0.65625,0.8804347826086957,0.6701940035273368,51.0
weighted avg,0.9325980392156863,0.7843137254901961,0.8261576235432443,51.0
