,precision,recall,f1-score,support
Pre-encryption,0.875,1.0,0.9333333333333333,7.0
Encryption-active,1.0,0.972972972972973,0.9863013698630136,37.0
accuracy,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273
macro avg,0.9375,0.9864864864864865,0.9598173515981735,44.0
weighted avg,0.9801136363636364,0.9772727272727273,0.9778746367787463,44.0
