model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,328,83,0.9157,0.9326,0.9204,0.9153,0.9726,0.0569,0.8554,0.9759,0.8554,0.9724,95,1000,0.9489,0.5192,0.8675,0.9518,1.0
GradientBoosting,328,83,0.9157,0.9242,0.918,0.9144,1.0,0.0843,0.8551,0.9642,0.8475,0.9703,95,1000,0.9874,0.5466,0.9639,0.9759,1.0
ExtraTrees,328,83,0.8916,0.922,0.8858,0.8946,0.9573,0.0657,0.8193,0.9518,0.8149,0.947,95,1000,0.9173,0.5442,0.7952,0.8795,1.0
LogisticRegression,328,83,0.8795,0.8962,0.8749,0.8808,0.9665,0.087,0.7952,0.9398,0.7899,0.9373,95,1000,0.8991,0.443,0.6867,0.8675,0.9759
