,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.9666666666666667,0.90625,0.9354838709677419,32.0
Late (encrypting/post-encryption),0.9387755102040817,0.9787234042553191,0.9583333333333334,47.0
accuracy,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.9493670886075949
macro avg,0.9527210884353742,0.9424867021276595,0.9469086021505376,79.0
weighted avg,0.9500731938344958,0.9493670886075949,0.9490778549067648,79.0
