,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.0,0.0,0.0,10.0
Late (encrypting/post-encryption),0.7674418604651163,0.5,0.6055045871559633,66.0
accuracy,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895
macro avg,0.38372093023255816,0.25,0.30275229357798167,76.0
weighted avg,0.6664626682986536,0.4342105263157895,0.5258329309512313,76.0
