model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,0.9747,0.9737,0.9737,0.9747,1.0,0.0253,0.9367,1.0,0.9332,1.0,95,1000,0.9898,0.6472,0.9747,0.9747,1.0
RandomForest,312,79,0.962,0.9581,0.9604,0.9619,0.9808,0.0188,0.9241,1.0,0.914,1.0,95,1000,0.9161,0.5333,0.7089,0.8861,1.0
LogisticRegression,312,79,0.9494,0.9425,0.9469,0.9491,0.9615,0.0121,0.8987,0.9873,0.8912,0.9871,95,1000,0.8998,0.5414,0.6582,0.9114,1.0
ExtraTrees,312,79,0.9494,0.9375,0.9463,0.9487,0.9808,0.0314,0.8987,0.9873,0.8894,0.9871,95,1000,0.9331,0.5205,0.7342,0.962,1.0
