,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.0,0.0,0.0,2.0
Late (encrypting/post-encryption),0.972972972972973,0.9230769230769231,0.9473684210526315,78.0
accuracy,0.9,0.9,0.9,0.9
macro avg,0.4864864864864865,0.46153846153846156,0.47368421052631576,80.0
weighted avg,0.9486486486486487,0.9,0.9236842105263158,80.0
