,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.0,0.0,0.0,10.0
Late (encrypting/post-encryption),0.7560975609756098,0.4696969696969697,0.5794392523364486,66.0
accuracy,0.40789473684210525,0.40789473684210525,0.40789473684210525,0.40789473684210525
macro avg,0.3780487804878049,0.23484848484848486,0.2897196261682243,76.0
weighted avg,0.6566110397946086,0.40789473684210525,0.5031972454500737,76.0
