,precision,recall,f1-score,support
Benign,1.0,1.0,1.0,10.0
Ransomware,1.0,1.0,1.0,44.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,54.0
weighted avg,1.0,1.0,1.0,54.0
