model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,0.9114,0.9238,0.9241,0.9115,1.0,0.0886,0.8481,0.9747,0.8653,0.9746,95,1000,0.9904,0.6585,0.962,0.9873,1.0
ExtraTrees,312,79,0.8987,0.911,0.9108,0.8971,0.9551,0.0564,0.8354,0.962,0.8494,0.9648,95,1000,0.8727,0.536,0.5949,0.7595,1.0
RandomForest,312,79,0.8861,0.902,0.9023,0.8859,0.9679,0.0818,0.8101,0.9494,0.8369,0.9574,95,1000,0.8753,0.5106,0.6076,0.8101,1.0
LogisticRegression,312,79,0.8481,0.8699,0.8716,0.8496,0.9679,0.1198,0.7595,0.9241,0.7989,0.9343,95,1000,0.8795,0.503,0.6329,0.8608,1.0
