,precision,recall,f1-score,support
Pre-enc Active,0.0,0.0,0.0,10.0
Active Encryption,0.375,0.15,0.21428571428571427,40.0
Post-Encryption,0.8076923076923077,0.8076923076923077,0.8076923076923077,26.0
accuracy,0.35526315789473684,0.35526315789473684,0.35526315789473684,0.35526315789473684
macro avg,0.3942307692307692,0.31923076923076926,0.3406593406593406,76.0
weighted avg,0.47368421052631576,0.35526315789473684,0.3890977443609022,76.0
