,precision,recall,f1-score,support
Benign/Dormant,1.0,1.0,1.0,25.0
Pre-enc Active,0.6363636363636364,0.5833333333333334,0.6086956521739131,12.0
Active Encryption,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
Post-Encryption,0.9032258064516129,0.9333333333333333,0.9180327868852459,30.0
accuracy,0.8875,0.8875,0.8875,0.8875
macro avg,0.8464358222422739,0.8407051282051283,0.8432205713032513,80.0
weighted avg,0.8841642228739003,0.8875,0.8855666429080541,80.0
