,precision,recall,f1-score,support
Benign/Dormant,1.0,1.0,1.0,25.0
Pre-enc Active,0.0,0.0,0.0,20.0
Active Encryption,0.21428571428571427,0.6666666666666666,0.32432432432432434,9.0
Post-Encryption,0.8095238095238095,0.6538461538461539,0.723404255319149,26.0
accuracy,0.6,0.6,0.6,0.6
macro avg,0.5059523809523809,0.5801282051282051,0.5119321449108684,80.0
weighted avg,0.5997023809523809,0.6,0.5840928694652099,80.0
