,precision,recall,f1-score,support
Benign/Dormant,1.0,1.0,1.0,25.0
Pre-enc Active,0.0,0.0,0.0,12.0
Active Encryption,0.65,1.0,0.7878787878787878,13.0
Post-Encryption,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
accuracy,0.7875,0.7875,0.7875,0.7875
macro avg,0.6208333333333333,0.7083333333333334,0.6553030303030303,80.0
weighted avg,0.7306250000000001,0.7875,0.753030303030303,80.0
