model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
XGBoost,328,83,0.9277,0.8859,0.8995,0.9268,1.0,0.0723,0.8675,0.9759,0.7941,0.972,95,1000,0.9058,0.3038,0.759,0.8554,0.9759
LogisticRegression,328,83,0.9277,0.8879,0.8867,0.9275,0.9909,0.0632,0.8675,0.9759,0.7831,0.9681,95,1000,0.9132,0.4412,0.7349,0.8795,0.988
GradientBoosting,328,83,0.9157,0.872,0.8773,0.9157,1.0,0.0843,0.8554,0.9759,0.7672,0.9581,95,1000,0.9953,0.6234,0.988,0.988,1.0
ExtraTrees,328,83,0.9277,0.8666,0.8742,0.927,0.9817,0.054,0.8675,0.9759,0.7661,0.9585,95,1000,0.9151,0.4986,0.759,0.8916,0.988
RandomForest,328,83,0.9036,0.8601,0.8676,0.9034,0.9573,0.0537,0.8434,0.9639,0.7626,0.9462,95,1000,0.9177,0.5078,0.7229,0.9277,1.0
