,precision,recall,f1-score,support
Pre-encryption,0.8461538461538461,1.0,0.9166666666666666,11.0
Encryption-active,1.0,0.9534883720930233,0.9761904761904762,43.0
accuracy,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629
macro avg,0.9230769230769231,0.9767441860465116,0.9464285714285714,54.0
weighted avg,0.9686609686609686,0.9629629629629629,0.9640652557319224,54.0
