family,stage_hint,behavior_stage,actual_offset_s,target_offset_s,rep,run,snap_name,snap_dir,pslist_count,pslist_unique_names,pslist_avg_threads,pslist_wow64_count,pslist_exited_count,pslist_ransom_procs,pslist_wannacry_procs,pslist_avg_children,pslist_max_children,pslist_parent_missing_count,psscan_count,hidden_process_count,cmdline_count,cmdline_with_args,cmdline_suspicious_count,cmdline_avg_length,cmdline_max_length,cmdline_unusual_dir_count,cmdline_script_tool_count,dlllist_total,dlllist_unique_dlls,dlllist_avg_per_process,dlllist_non_system,dlllist_avg_load_total_per_process,dlllist_max_load_total_per_process,dlllist_avg_max_loadcount_per_process,dlllist_unusual_path_pid_count,dlllist_unusual_path_hit_count,dlllist_crypto_pid_count,dlllist_crypto_hit_count,dlllist_crypto_dlls,ldrmodules_total,ldrmodules_not_in_load,ldrmodules_not_in_init,ldrmodules_not_in_mem,ldrmodules_hidden_count,ldrmodules_avg_per_process,ldrmodules_max_per_process,ldrmodules_suspicious_path_pid_count,ldrmodules_suspicious_path_hit_count,vad_total,vad_exec_count,vad_private_exec,vad_pid_count,vad_avg_regions_per_process,vad_max_regions_per_process,vad_avg_total_mem_per_process,vad_max_total_mem_per_process,vad_avg_max_region_size_per_process,vad_private_pid_count,vad_private_region_count,vad_rwx_pid_count,vad_rwx_region_count,malfind_count,malfind_mz_regions,malfind_rwx_region_count,malfind_private,malfind_private_exec,malfind_shellcode_regions,malfind_pid_count,malfind_avg_regions_per_process,malfind_max_regions_per_process,malfind_rwx_pid_count,handle_total,handle_avg_per_process,handle_file_count,handle_registry_count,handle_mutex_count,handle_process_count,handle_thread_count,handle_port_count,handle_event_count,handle_section_count,handle_semaphore_count,handle_timer_count,handle_desktop_count,handle_directory_count,handle_token_count,handle_file_ratio,handle_registry_ratio,handle_mutex_ratio,handle_encrypted_files,handle_wncryt_count,handle_eky_count,handle_fun_count,filescan_total,filescan_encrypted,filescan_ransom_notes,filescan_wncryt,filescan_fun,filescan_jigsaw_notes,priv_total_enabled,netstat_total,netstat_established,netstat_listening,netstat_unique_ips,netstat_outbound_count,netstat_smb_connections,netstat_established_ratio,netstat_outbound_ratio,vad_exec_ratio,vad_priv_exec_ratio,vad_rwx_ratio,vad_private_ratio,ldrmodules_suspicious_path_ratio,filescan_encrypted_ratio,cmdline_unusual_dir_ratio,dlllist_unusual_path_ratio,dlllist_crypto_ratio,malfind_rwx_ratio
Dharma,1,2,5,5,5,21,Dharma_T005_rep05_152027,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T005_rep05,106,59,13.02,3,7,1,0,4.77,41,5,111,5,106,106,1,69.04,1037,5,0,4906,911,62.1,5339,341.24,1634.0,5.85,7,73,70,159,7,1050,55,90,55,0,26.25,108,2,3,17553,6024,19,99,177.3,2236,0.0,0.0,0.0,98,7602,4,15,7,0,4,7,7,0,5,1.4,2,3,40940,493.25,1847,3506,821,923,1711,2224,10643,1225,1818,940,82,210,770,0.0451,0.0856,0.0201,0,0,0,0,6731,58,0,0,0,0,1273,40,0,28,1,10,0,0.0,0.25,0.3432,0.0011,0.0009,0.4331,0.0029,0.0086,0.0472,0.0149,0.0324,0.5714
Dharma,1,2,10,10,1,2,Dharma_T010_rep01_142411,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T010_rep01,107,61,13.1,3,7,1,0,4.61,41,5,110,3,107,107,1,60.38,1037,5,0,4353,843,56.53,4885,319.82,1634.0,5.69,5,71,66,148,7,1095,62,98,62,0,24.89,106,2,3,17576,6068,19,100,175.76,2151,0.0,0.0,0.0,99,7549,4,15,6,0,2,6,6,0,4,1.5,3,2,39175,483.64,1721,3323,816,906,1605,2157,10248,1082,1775,911,82,205,829,0.0439,0.0848,0.0208,5,0,0,0,6801,106,0,0,0,0,1270,40,0,28,1,10,0,0.0,0.25,0.3452,0.0011,0.0009,0.4295,0.0027,0.0156,0.0467,0.0163,0.034,0.3333
Dharma,1,2,10,10,2,7,Dharma_T010_rep02_143827,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T010_rep02,108,60,13.05,4,7,1,0,4.46,42,4,109,1,108,108,2,68.72,2676,4,0,3601,775,62.09,4126,355.03,1634.0,5.9,4,67,54,119,7,1125,67,103,67,0,26.16,104,2,3,17717,6104,19,101,175.42,2196,0.0,0.0,0.0,100,7634,4,15,6,0,2,6,6,0,4,1.5,3,2,38046,494.1,1684,3204,806,906,1575,2116,9960,1029,1717,895,75,201,821,0.0443,0.0842,0.0212,5,0,0,0,6151,233,0,0,0,0,1302,40,0,28,1,10,0,0.0,0.25,0.3445,0.0011,0.0008,0.4309,0.0027,0.0379,0.037,0.0186,0.033,0.3333
Dharma,1,2,10,10,3,12,Dharma_T010_rep03_145309,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T010_rep03,107,60,12.96,3,7,1,0,4.61,41,5,109,2,107,107,1,44.58,568,4,0,3538,772,61.0,4065,355.83,1634.0,5.79,4,67,53,117,7,1038,53,87,53,0,25.95,108,1,2,17579,6030,20,100,175.79,2232,0.0,0.0,0.0,99,7610,4,15,6,0,1,6,6,0,3,2.0,4,1,37609,494.86,1693,3171,817,897,1543,2079,9865,1017,1704,884,74,196,813,0.045,0.0843,0.0217,3,0,0,0,6043,216,0,0,0,0,1274,40,0,28,1,10,0,0.0,0.25,0.343,0.0011,0.0009,0.4329,0.0019,0.0357,0.0374,0.0189,0.0331,0.1667
Dharma,1,2,10,10,4,17,Dharma_T010_rep04_150813,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T010_rep04,107,60,13.19,3,7,1,0,4.61,41,5,109,2,107,107,1,45.22,568,4,0,3601,774,59.03,4134,343.51,1634.0,5.8,4,68,54,118,7,1076,56,92,56,0,25.62,108,2,3,17654,6049,19,100,176.54,2232,0.0,0.0,0.0,99,7646,4,15,7,0,3,7,7,0,5,1.4,3,3,37882,491.97,1671,3171,825,900,1575,2100,9957,1024,1707,893,75,197,813,0.0441,0.0837,0.0218,4,0,0,0,6299,231,0,0,0,0,1274,40,0,28,1,10,0,0.0,0.25,0.3426,0.0011,0.0008,0.4331,0.0028,0.0367,0.0374,0.0189,0.0328,0.4286
Dharma,1,2,10,10,5,22,Dharma_T010_rep05_152257,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T010_rep05,108,61,12.94,3,7,1,0,4.65,41,5,110,2,108,108,1,45.47,568,4,0,3603,776,60.05,4131,349.4,1634.0,5.8,4,68,55,119,7,1067,58,94,58,0,25.4,105,2,3,17579,6055,19,101,174.05,2157,0.0,0.0,0.0,100,7559,4,15,5,0,1,5,5,0,3,1.67,3,1,37767,490.48,1697,3185,809,904,1558,2089,9875,1029,1708,891,76,197,816,0.0449,0.0843,0.0214,4,0,0,0,6278,234,0,0,0,0,1275,40,0,28,1,10,0,0.0,0.25,0.3444,0.0011,0.0009,0.43,0.0028,0.0373,0.037,0.0189,0.033,0.2
Dharma,2,2,20,20,1,3,Dharma_T020_rep01_142646,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T020_rep01,105,58,12.79,3,6,1,0,4.52,40,5,107,2,105,105,1,35.7,320,3,0,2773,685,52.32,3305,316.3,1634.0,4.87,4,63,37,81,7,984,79,112,79,0,25.89,103,2,3,17428,6008,15,99,176.04,2161,0.0,0.0,0.0,98,7494,4,15,,,,,,,,,,,34721,526.08,1522,3037,746,873,1440,2013,8763,990,1565,801,66,178,798,0.0438,0.0875,0.0215,4,0,0,0,6387,911,0,0,0,0,1265,40,0,28,1,10,0,0.0,0.25,0.3447,0.0009,0.0009,0.43,0.003,0.1426,0.0286,0.0227,0.0292,0
Dharma,2,2,20,20,2,8,Dharma_T020_rep02_144106,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T020_rep02,105,58,12.9,3,6,1,0,4.52,40,5,108,3,105,105,1,41.08,568,4,0,3035,717,58.37,3495,342.56,1634.0,5.31,4,65,40,91,7,982,62,93,62,0,25.84,102,2,3,17382,6012,15,99,175.58,2098,0.0,0.0,0.0,98,7442,4,15,,,,,,,,,,,37416,512.55,1625,3245,776,896,1552,2065,9770,1055,1679,873,73,194,821,0.0434,0.0867,0.0207,2,0,0,0,5891,869,0,0,0,0,1265,40,0,28,1,10,0,0.0,0.25,0.3459,0.0009,0.0009,0.4281,0.0031,0.1475,0.0381,0.0214,0.03,0
Dharma,2,2,20,20,3,13,Dharma_T020_rep03_145546,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T020_rep03,108,61,13.13,3,7,1,0,4.65,41,5,110,2,108,108,1,29.34,320,3,0,2257,607,48.02,2576,269.19,1640.0,4.98,3,38,34,66,7,1139,241,275,241,0,24.76,98,2,2,17910,6096,19,101,177.33,2388,0.0,0.0,0.0,100,7820,4,15,4,0,0,4,4,0,2,2.0,3,0,34994,514.62,1529,2949,817,882,1469,2024,8952,987,1612,788,68,180,732,0.0437,0.0843,0.0233,4,0,0,0,5723,875,0,0,0,0,1275,40,0,28,1,10,0,0.0,0.25,0.3404,0.0011,0.0008,0.4366,0.0018,0.1529,0.0278,0.0168,0.0292,0.0
Dharma,2,2,20,20,4,18,Dharma_T020_rep04_151104,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T020_rep04,106,58,12.74,4,6,1,0,4.57,41,5,109,3,106,106,1,31.92,320,2,0,2106,551,43.88,2486,253.02,1451.0,4.75,1,31,31,61,7,1023,193,224,193,0,26.23,102,2,3,17703,6052,15,100,177.03,2330,0.0,0.0,0.0,99,7695,4,15,,,,,,,,,,,34306,519.79,1498,2875,775,878,1407,2004,8670,965,1559,793,66,179,790,0.0437,0.0838,0.0226,4,0,0,0,6450,907,0,0,0,0,1293,40,0,28,1,10,0,0.0,0.25,0.3419,0.0008,0.0008,0.4347,0.0029,0.1406,0.0189,0.0147,0.029,0
Dharma,2,2,20,20,5,23,Dharma_T020_rep05_152542,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T020_rep05,105,58,12.86,3,6,1,0,4.52,40,5,107,2,105,105,1,35.1,320,3,0,2582,659,50.63,3074,303.73,1634.0,4.94,3,46,35,75,7,984,98,129,98,0,25.89,102,2,3,17466,6014,15,99,176.42,2177,0.0,0.0,0.0,98,7515,4,15,,,,,,,,,,,35036,530.85,1541,3010,782,873,1462,2024,8882,992,1582,799,66,178,794,0.044,0.0859,0.0223,4,0,0,0,6059,884,0,0,0,0,1265,40,0,28,1,10,0,0.0,0.25,0.3443,0.0009,0.0009,0.4303,0.003,0.1459,0.0286,0.0178,0.029,0
Dharma,2,2,45,45,1,4,Dharma_T045_rep01_142944,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T045_rep01,108,59,12.82,2,9,1,0,4.46,41,5,108,0,108,108,3,43.69,568,7,2,3053,693,52.64,3657,21.29,1634.0,5.17,5,40,45,93,7,608,52,78,52,0,16.0,68,1,1,17739,6050,15,99,179.18,2281,0.0,0.0,0.0,98,7673,4,15,8,0,8,8,8,0,3,2.67,5,3,36535,507.43,1659,3155,861,910,1550,2005,9310,1106,1610,847,74,188,695,0.0454,0.0864,0.0236,0,0,0,0,6984,1597,0,0,0,0,1348,40,0,28,1,10,0,0.0,0.25,0.3411,0.0008,0.0008,0.4325,0.0016,0.2287,0.0648,0.0131,0.0305,1.0
Dharma,2,2,45,45,2,9,Dharma_T045_rep02_144426,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T045_rep02,109,58,12.71,4,9,1,0,4.32,41,5,110,1,109,109,4,67.84,2644,7,2,3222,725,55.55,3852,28.28,1634.0,5.48,4,58,48,95,7,696,62,90,62,0,16.57,68,1,1,17785,6121,15,100,177.85,2189,0.0,0.0,0.0,99,7629,4,15,8,0,8,8,8,0,2,4.0,7,2,39315,510.58,1711,3300,873,930,1616,2108,10357,1136,1724,918,78,202,812,0.0435,0.0839,0.0222,0,0,0,0,7005,1636,0,0,0,0,1399,40,0,28,1,10,0,0.0,0.25,0.3442,0.0008,0.0008,0.429,0.0014,0.2335,0.0642,0.018,0.0295,1.0
Dharma,2,2,45,45,3,14,Dharma_T045_rep03_145907,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T045_rep03,107,58,12.8,2,9,1,0,4.42,41,5,107,0,107,107,3,41.24,568,7,2,2957,685,54.76,3488,323.04,1634.0,5.33,5,40,40,86,7,586,48,74,48,0,16.28,68,1,1,17628,6003,15,98,179.88,2285,0.0,0.0,0.0,97,7651,4,15,8,0,8,8,8,0,3,2.67,6,3,36878,512.19,1660,3206,816,909,1552,2027,9439,1103,1632,872,74,189,753,0.045,0.0869,0.0221,0,0,0,0,7007,1638,0,0,0,0,1343,40,0,28,1,10,0,0.0,0.25,0.3405,0.0009,0.0009,0.434,0.0017,0.2338,0.0654,0.0135,0.0291,1.0
Dharma,2,2,45,45,4,19,Dharma_T045_rep04_151417,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T045_rep04,107,58,12.8,2,9,1,0,4.42,41,5,110,3,107,107,3,43.84,568,7,2,2936,698,54.37,3537,329.52,1634.0,5.11,5,36,41,84,7,610,49,76,49,0,16.05,68,0,0,17653,6006,15,98,180.13,2305,0.0,0.0,0.0,97,7665,4,15,10,0,10,10,10,0,3,3.33,7,3,36343,511.87,1655,3098,861,904,1535,1997,9317,1094,1622,846,73,184,680,0.0455,0.0852,0.0237,0,0,0,0,6994,1641,0,0,0,0,1343,40,0,28,1,10,0,0.0,0.25,0.3402,0.0008,0.0008,0.4342,0.0,0.2346,0.0654,0.0123,0.0286,1.0
Dharma,2,2,45,45,5,24,Dharma_T045_rep05_152853,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T045_rep05,107,58,12.9,2,9,1,0,4.42,41,5,107,0,107,107,3,43.46,568,7,2,3136,713,56.0,3668,330.04,1634.0,5.46,4,35,45,92,7,613,44,70,44,0,16.13,68,1,1,17566,6006,15,98,179.24,2214,0.0,0.0,0.0,97,7583,4,15,10,0,10,10,10,0,3,3.33,7,3,38270,517.16,1694,3349,894,913,1599,2067,9777,1139,1693,889,76,196,812,0.0443,0.0875,0.0234,0,0,0,0,7060,1647,0,0,0,0,1343,40,0,28,1,10,0,0.0,0.25,0.3419,0.0009,0.0009,0.4317,0.0016,0.2333,0.0654,0.0112,0.0293,1.0
Dharma,3,3,90,90,1,5,Dharma_T090_rep01_143345,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T090_rep01,107,58,12.37,3,9,1,0,4.42,40,5,108,1,107,107,4,105.47,1123,12,2,3178,671,35.71,3888,205.54,1634.0,4.38,5,46,51,102,7,253,17,35,17,0,6.66,45,1,1,17778,5911,15,98,181.41,2611,0.0,0.0,0.0,97,7933,4,15,1,0,1,1,1,0,1,1.0,1,1,36896,498.59,1698,2892,762,905,1606,2003,9550,1102,1693,897,76,191,481,0.046,0.0784,0.0207,0,0,0,0,6506,1441,0,0,0,0,1365,40,0,28,1,10,0,0.0,0.25,0.3325,0.0008,0.0008,0.4462,0.004,0.2215,0.1121,0.0145,0.0321,1.0
Dharma,3,3,90,90,2,10,Dharma_T090_rep02_144815,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T090_rep02,106,58,12.39,2,9,1,0,4.38,40,5,107,1,106,106,3,52.24,985,8,2,2965,639,52.02,3735,323.16,1634.0,5.37,5,45,47,94,7,190,12,24,12,0,6.33,42,0,0,17737,5870,15,97,182.86,2670,0.0,0.0,0.0,96,7959,4,15,1,0,1,1,1,0,1,1.0,1,1,36102,501.42,1669,2861,750,898,1594,1968,9526,1076,1657,862,71,176,425,0.0462,0.0792,0.0208,0,0,0,0,6462,1523,0,0,0,0,1337,40,0,28,1,10,0,0.0,0.25,0.3309,0.0008,0.0008,0.4487,0.0,0.2357,0.0755,0.0152,0.0317,1.0
Dharma,3,3,90,90,3,15,Dharma_T090_rep03_150305,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T090_rep03,106,58,12.51,2,9,1,0,4.38,40,5,107,1,106,106,4,105.5,1123,12,2,3196,673,35.91,3728,197.76,1634.0,4.52,5,58,51,97,7,191,19,37,19,0,5.62,36,1,1,17597,5867,15,97,181.41,2538,0.0,0.0,0.0,96,7836,4,15,,,,,,,,,,,36394,485.25,1689,2742,637,903,1623,1965,9876,1054,1643,866,73,183,397,0.0464,0.0753,0.0175,0,0,0,0,6337,1265,0,0,0,0,1337,40,0,28,1,10,0,0.0,0.25,0.3334,0.0009,0.0009,0.4453,0.0052,0.1996,0.1132,0.0181,0.0304,0
Dharma,3,3,90,90,4,20,Dharma_T090_rep04_151804,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T090_rep04,107,59,12.32,2,9,1,0,4.42,40,5,107,0,107,107,4,105.07,1123,12,2,3240,690,36.4,3909,210.36,1634.0,4.45,5,46,50,105,7,203,12,31,12,0,5.8,40,0,0,17767,5914,15,98,181.3,2591,0.0,0.0,0.0,97,7906,4,15,1,0,1,1,1,0,1,1.0,1,1,36849,497.96,1703,2838,778,912,1615,1973,9682,1133,1658,872,73,184,574,0.0462,0.077,0.0211,0,0,0,0,6265,1248,0,0,0,0,1342,40,0,28,1,10,0,0.0,0.25,0.3329,0.0008,0.0008,0.445,0.0,0.1992,0.1121,0.0142,0.0324,1.0
Dharma,3,2,90,90,5,25,Dharma_T090_rep05_153249,/mnt/d/Patrick/VMSnapshots/Datasets/Dharma_20260413_142116/T090_rep05,106,58,12.64,2,9,1,0,4.38,40,5,108,2,106,106,4,104.85,1123,12,2,3269,699,37.15,3914,213.65,1640.0,4.43,5,45,51,100,7,391,30,51,30,0,9.78,64,1,1,17780,5879,15,97,183.3,2645,0.0,0.0,0.0,96,7969,4,15,10,0,10,10,10,0,3,3.33,7,3,38326,511.01,1743,3306,870,906,1625,2054,9884,1177,1740,900,77,195,588,0.0455,0.0863,0.0227,0,0,0,0,6637,1347,0,0,0,0,1337,40,0,28,1,10,0,0.0,0.25,0.3307,0.0008,0.0008,0.4482,0.0026,0.203,0.1132,0.0138,0.0306,1.0
Jigsaw,1,2,5,5,1,1,Jigsaw_T005_rep01_160159,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T005_rep01,99,54,13.2,2,4,0,0,5.16,39,5,105,6,99,99,1,73.07,1037,5,0,4894,901,63.56,5293,349.58,1634.0,5.84,7,73,69,161,7,922,51,82,51,0,25.61,108,2,3,17259,5904,19,95,181.67,2274,0.0,0.0,0.0,94,7517,4,15,6,0,4,6,6,0,5,1.2,2,3,40394,498.69,1818,3448,780,897,1693,2191,10571,1209,1804,925,80,198,672,0.045,0.0854,0.0193,0,0,0,0,5884,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3421,0.0011,0.0009,0.4355,0.0033,0.0002,0.0505,0.0149,0.0329,0.6667
Jigsaw,1,2,5,5,2,6,Jigsaw_T005_rep02_161625,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T005_rep02,99,54,13.21,2,4,0,0,5.16,39,5,105,6,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,920,51,82,51,0,25.56,108,2,3,17302,5904,19,95,182.13,2313,0.0,0.0,0.0,94,7558,4,15,5,0,4,5,5,0,4,1.25,2,3,41352,492.29,1881,3548,817,897,1697,2214,10783,1223,1839,967,83,204,675,0.0455,0.0858,0.0198,0,0,0,0,5896,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3412,0.0011,0.0009,0.4368,0.0033,0.0002,0.0505,0.0144,0.0335,0.8
Jigsaw,1,2,5,5,3,11,Jigsaw_T005_rep03_164005,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T005_rep03,99,54,13.19,2,4,0,0,5.16,39,5,109,10,99,99,1,74.84,1037,5,0,5083,923,62.75,5487,344.88,1634.0,5.85,7,73,73,170,7,932,51,82,51,0,25.89,109,2,3,17241,5905,20,95,181.48,2257,0.0,0.0,0.0,94,7501,4,15,5,0,4,5,5,0,4,1.25,2,3,41342,492.17,1878,3549,801,897,1700,2213,10797,1222,1839,966,83,204,678,0.0454,0.0858,0.0194,0,0,0,0,5875,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3425,0.0012,0.0009,0.4351,0.0032,0.0002,0.0505,0.0144,0.0334,0.8
Jigsaw,1,2,5,5,4,16,Jigsaw_T005_rep04_165505,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T005_rep04,100,54,13.12,3,4,0,0,5.21,40,5,108,8,100,100,1,74.87,1037,5,0,5143,924,62.72,5550,340.78,1634.0,5.85,7,73,74,172,7,1004,57,89,57,0,27.14,108,2,3,17389,5967,20,96,181.14,2270,0.0,0.0,0.0,95,7553,4,15,5,0,4,5,5,0,4,1.25,2,3,41629,489.75,1889,3555,792,906,1702,2241,10879,1230,1851,976,84,208,680,0.0454,0.0854,0.019,0,0,0,0,5909,1,0,0,0,0,1163,40,0,28,1,10,0,0.0,0.25,0.3431,0.0012,0.0009,0.4344,0.003,0.0002,0.05,0.0142,0.0334,0.8
Jigsaw,1,2,5,5,5,21,Jigsaw_T005_rep05_170921,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T005_rep05,99,54,13.22,2,4,0,0,5.16,39,5,109,10,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,924,51,82,51,0,25.67,108,2,3,17198,5904,19,95,181.03,2211,0.0,0.0,0.0,94,7456,4,15,6,0,4,6,6,0,5,1.2,2,3,41362,492.4,1878,3552,801,897,1708,2214,10796,1222,1838,967,83,204,675,0.0454,0.0859,0.0194,0,0,0,0,5897,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3433,0.0011,0.0009,0.4335,0.0032,0.0002,0.0505,0.0144,0.0335,0.6667
Jigsaw,1,2,10,10,1,2,Jigsaw_T010_rep01_160442,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T010_rep01,99,54,13.18,2,4,0,0,5.16,39,5,109,10,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,904,50,81,50,0,25.11,105,2,3,17365,5904,19,95,182.79,2386,0.0,0.0,0.0,94,7627,4,15,8,0,4,8,8,0,5,1.6,3,3,41258,491.17,1876,3545,785,897,1701,2204,10772,1220,1838,967,83,204,675,0.0455,0.0859,0.019,0,0,0,0,5875,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.34,0.0011,0.0009,0.4392,0.0033,0.0002,0.0505,0.0144,0.0335,0.5
Jigsaw,1,1,10,10,2,7,Jigsaw_T010_rep02_162715,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T010_rep02,92,49,12.38,1,3,0,0,4.55,38,6,108,16,92,92,1,69.42,1037,5,0,3607,772,53.84,4188,268.63,1610.0,5.28,5,69,54,116,7,168,32,46,32,0,5.79,54,1,1,16645,5569,14,89,187.02,2334,0.0,0.0,0.0,88,7384,3,14,8,0,8,8,8,0,2,4.0,7,2,34644,502.09,1692,2772,612,851,1438,1886,9005,1040,1598,807,69,175,638,0.0488,0.08,0.0177,0,0,0,0,4881,0,0,0,0,0,1090,44,0,30,1,11,0,0.0,0.25,0.3346,0.0008,0.0008,0.4436,0.006,0.0,0.0543,0.0191,0.0322,1.0
Jigsaw,1,2,10,10,3,12,Jigsaw_T010_rep03_164244,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T010_rep03,99,54,13.21,2,4,0,0,5.16,39,5,110,11,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,906,50,81,50,0,25.17,105,2,3,17372,5905,20,95,182.86,2386,0.0,0.0,0.0,94,7632,4,15,9,0,4,9,9,0,5,1.8,4,3,41359,492.37,1877,3555,801,897,1705,2207,10802,1222,1839,968,83,204,675,0.0454,0.086,0.0194,0,0,0,0,5894,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3399,0.0012,0.0009,0.4393,0.0033,0.0002,0.0505,0.0144,0.0335,0.4444
Jigsaw,1,2,10,10,4,17,Jigsaw_T010_rep04_165743,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T010_rep04,99,54,13.24,2,4,0,0,5.16,39,5,112,13,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,914,50,81,50,0,25.39,108,2,3,17297,5904,19,95,182.07,2306,0.0,0.0,0.0,94,7554,4,15,8,0,4,8,8,0,5,1.6,3,3,41377,492.58,1879,3549,817,897,1708,2207,10814,1223,1839,967,83,204,676,0.0454,0.0858,0.0197,0,0,0,0,5892,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.3413,0.0011,0.0009,0.4367,0.0033,0.0002,0.0505,0.0144,0.0335,0.5
Jigsaw,1,2,10,10,5,22,Jigsaw_T010_rep05_171155,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T010_rep05,99,54,13.16,2,4,0,0,5.16,39,5,106,7,99,99,1,74.84,1037,5,0,5082,923,62.74,5487,344.88,1634.0,5.85,7,73,73,170,7,914,50,81,50,0,25.39,106,2,3,17367,5904,19,95,182.81,2390,0.0,0.0,0.0,94,7629,4,15,8,0,4,8,8,0,5,1.6,3,3,41226,490.79,1873,3515,785,897,1693,2204,10782,1220,1839,966,83,204,675,0.0454,0.0853,0.019,0,0,0,0,5891,1,0,0,0,0,1135,40,0,28,1,10,0,0.0,0.25,0.34,0.0011,0.0009,0.4393,0.0033,0.0002,0.0505,0.0144,0.0335,0.5
Jigsaw,2,2,20,20,1,3,Jigsaw_T020_rep01_160704,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T020_rep01,97,52,13.03,2,4,0,0,5.05,38,5,107,10,97,97,1,75.53,1037,5,0,5017,916,63.51,5422,349.65,1634.0,5.85,7,73,71,165,7,814,44,73,44,0,25.44,102,2,3,17293,5835,15,93,185.95,2501,0.0,0.0,0.0,92,7670,4,15,4,0,4,4,4,0,3,1.33,2,3,40803,497.6,1867,3519,814,884,1667,2164,10628,1218,1793,958,81,201,673,0.0458,0.0862,0.0199,0,0,0,0,5898,1,0,0,0,0,1127,40,0,28,1,10,0,0.0,0.25,0.3374,0.0009,0.0009,0.4435,0.0037,0.0002,0.0515,0.0146,0.0329,1.0
Jigsaw,2,2,20,20,2,8,Jigsaw_T020_rep02_163015,/mnt/d/Patrick/VMSnapshots/Datasets/Jigsaw_20260413_160122/T020_rep02,97,51,12.99,3,3,0,0,4.8,39,5,106,9,97,97,2,99.82,2676,5,0,4802,895,64.89,5229,354.51,1634.0,5.84,7,73,66,154,7,913,57,87,57,0,26.85,103,2,3,17363,5910,15,94,184.71,2413,0.0,0.0,0.0,93,7627,4,15,4,0,4,4,4,0,3,1.33,2,3,39887,511.37,1807,3410,778,893,1648,2165,10422,1200,1764,916,77,195,654,0.0453,0.0855,0.0195,0,0,0,0,5859,1,0,0,0,0,1153,40,0,28,1,10,0,0.0,0.25,0.3404,0.0009,0.0009,0.4393,0.0033,0.0002,0.0515,0.0152,0.0321,1.0
