family,stage_hint,behavior_stage,actual_offset_s,target_offset_s,rep,run,snap_name,snap_dir,pslist_count,pslist_unique_names,pslist_avg_threads,pslist_avg_handles,pslist_wow64_count,pslist_exited_count,pslist_ransom_procs,pslist_avg_runtimes,pslist_max_runtimes,pslist_avg_children,pslist_max_children,pslist_parent_missing_count,psscan_count,hidden_process_count,cmdline_count,cmdline_with_args,cmdline_suspicious_count,cmdline_avg_length,cmdline_max_length,cmdline_sus_args_count,cmdline_script_exec_count,cmdline_unusual_dir_count,cmdline_script_tool_count,cmdline_encoded_count,cmdline_ransom_indicators,dlllist_total,dlllist_unique_dlls,dlllist_avg_per_process,dlllist_non_system,dlllist_avg_load_total_per_process,dlllist_max_load_total_per_process,dlllist_avg_max_loadcount_per_process,dlllist_unusual_path_pid_count,dlllist_unusual_path_hit_count,dlllist_crypto_pid_count,dlllist_crypto_hit_count,dlllist_crypto_dlls,ldrmodules_total,ldrmodules_not_in_load,ldrmodules_not_in_init,ldrmodules_not_in_mem,ldrmodules_hidden_count,ldrmodules_avg_per_process,ldrmodules_max_per_process,ldrmodules_suspicious_path_pid_count,ldrmodules_suspicious_path_hit_count,vad_total,vad_exec_count,vad_private_exec,vad_pid_count,vad_avg_regions_per_process,vad_max_regions_per_process,vad_avg_total_mem_per_process,vad_max_total_mem_per_process,vad_avg_max_region_size_per_process,vad_private_pid_count,vad_private_region_count,vad_rwx_pid_count,vad_rwx_region_count,malfind_count,malfind_mz_regions,malfind_rwx_region_count,malfind_private,malfind_private_exec,malfind_shellcode_regions,malfind_pid_count,malfind_avg_regions_per_process,malfind_max_regions_per_process,malfind_rwx_pid_count,handle_total,handle_avg_per_process,handle_file_count,handle_registry_count,handle_mutex_count,handle_process_count,handle_thread_count,handle_port_count,handle_event_count,handle_section_count,handle_semaphore_count,handle_timer_count,handle_desktop_count,handle_directory_count,handle_token_count,handle_file_ratio,handle_registry_ratio,handle_mutex_ratio,handle_encrypted_files,filescan_total,filescan_encrypted,filescan_ransom_notes,svcscan_total,svcscan_running,svcscan_stopped,svcscan_security_stopped,priv_total_enabled,vad_exec_ratio,vad_priv_exec_ratio,vad_rwx_ratio,vad_private_ratio,ldrmodules_hidden_ratio,ldrmodules_suspicious_path_ratio,filescan_encrypted_ratio,netstat_established_ratio,netstat_outbound_ratio,netstat_suspicious_port_ratio,cmdline_encoded_ratio,cmdline_script_exec_ratio,cmdline_unusual_dir_ratio,dlllist_unusual_path_ratio,dlllist_crypto_ratio,malfind_rwx_ratio
Cerber,1,2,15,15,2,7,Cerber_T015_rep02,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T015_rep02,93,50,16.3,0,3,1,0,0,0,4.84,38,5,99,6,93,93,3,122.05,1142,0,0,8,1,0,0,5014,885,56.98,5193,287.26,1514.0,5.93,5,51,79,171,7,1108,78,118,78,0,16.54,113,3,7,16585,5605,20,92,180.27,2202,0.0,0.0,0.0,91,7520,4,20,6,0,6,6,6,0,3,2.0,3,3,40530,455.39,1905,2997,929,864,2111,2039,10549,1246,1541,997,88,223,511,0.047,0.0739,0.0229,0,4590,11,0,635,185,449,3,1117,0.338,0.0012,0.0012,0.4534,0.0,0.0063,0.0024,0,0,0,0.0,0.0,0.086,0.0102,0.0341,1.0
Cerber,1,2,15,15,3,13,Cerber_T015_rep03,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T015_rep03,94,51,16.2,0,3,1,0,0,0,4.89,38,5,98,4,94,94,3,122.15,1142,0,0,8,1,0,0,5094,894,57.24,5265,288.26,1514.0,5.93,5,51,80,179,7,1147,76,118,76,0,16.87,113,3,7,16461,5642,20,93,177.0,1999,0.0,0.0,0.0,92,7341,4,20,6,0,6,6,6,0,3,2.0,3,3,40979,455.32,1917,3025,920,869,2125,2061,10643,1255,1562,1006,90,229,518,0.0468,0.0738,0.0225,0,4605,11,0,635,185,449,3,1122,0.3427,0.0012,0.0012,0.446,0.0,0.0061,0.0024,0,0,0,0.0,0.0,0.0851,0.01,0.0351,1.0
Cerber,1,2,15,15,4,19,Cerber_T015_rep04,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T015_rep04,96,51,16.08,0,5,1,0,0,0,4.75,39,4,100,4,96,96,4,148.12,2664,0,0,8,1,0,0,5178,885,56.9,5364,280.67,1514.0,5.93,5,51,82,183,7,1278,87,131,87,0,18.26,113,3,7,16829,5761,20,95,177.15,2103,0.0,0.0,0.0,94,7526,4,20,6,0,6,6,6,0,3,2.0,3,3,41346,449.41,1923,3051,916,887,2135,2088,10706,1241,1582,1024,92,237,522,0.0465,0.0738,0.0222,0,4575,11,0,630,184,445,3,1178,0.3423,0.0012,0.0012,0.4472,0.0,0.0055,0.0024,0,0,0,0.0,0.0,0.0833,0.0098,0.0353,1.0
Cerber,1,2,15,15,5,25,Cerber_T015_rep05,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T015_rep05,94,51,16.25,0,3,1,0,0,0,4.89,38,5,96,2,94,94,3,122.17,1142,0,0,8,1,0,0,5089,896,57.18,5265,288.26,1514.0,5.93,5,51,80,177,7,1146,76,117,76,0,16.85,113,3,7,16704,5642,20,93,179.61,2225,0.0,0.0,0.0,92,7571,4,20,6,0,6,6,6,0,3,2.0,3,3,40770,453.0,1918,3018,932,869,2129,2054,10614,1256,1548,1003,89,227,490,0.047,0.074,0.0229,0,4601,11,0,635,185,449,3,1122,0.3378,0.0012,0.0012,0.4532,0.0,0.0061,0.0024,0,0,0,0.0,0.0,0.0851,0.01,0.0348,1.0
Cerber,2,2,30,30,1,2,Cerber_T030_rep01,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T030_rep01,97,52,16.37,0,3,2,0,0,0,5.05,38,5,97,0,97,97,3,119.14,1142,0,0,8,1,0,0,4977,872,55.3,5264,284.37,1514.0,5.67,5,48,79,170,7,5605,528,619,528,0,62.28,279,5,60,16865,5776,20,95,177.53,2131,0.0,0.0,0.0,94,7535,4,20,8,0,8,8,8,0,3,2.67,4,3,41888,455.3,1924,3071,994,886,2195,2117,10892,1254,1605,1025,92,239,507,0.0459,0.0733,0.0237,0,4563,11,0,635,185,449,3,1131,0.3425,0.0012,0.0012,0.4468,0.0,0.0107,0.0024,0,0,0,0.0,0.0,0.0825,0.0096,0.0342,1.0
Cerber,2,2,30,30,3,14,Cerber_T030_rep03,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T030_rep03,97,52,16.3,0,3,1,0,0,0,5.05,38,5,98,1,97,97,3,120.49,1142,0,0,8,1,0,0,4879,872,53.62,5170,275.04,1514.0,5.6,5,51,78,165,7,5635,653,746,653,0,61.92,279,6,61,16949,5808,20,96,176.55,2144,0.0,0.0,0.0,95,7574,4,20,8,0,8,8,8,0,3,2.67,4,3,41771,454.03,1915,3038,978,888,2202,2117,10883,1259,1586,1019,90,241,504,0.0458,0.0727,0.0234,0,4546,11,0,635,185,449,3,1134,0.3427,0.0012,0.0012,0.4469,0.0,0.0108,0.0024,0,0,0,0.0,0.0,0.0825,0.0105,0.0338,1.0
Cerber,2,2,30,30,4,20,Cerber_T030_rep04,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T030_rep04,97,52,16.32,0,3,1,0,0,0,5.05,38,5,98,1,97,97,3,120.52,1142,0,0,8,1,0,0,4835,867,53.13,5104,270.77,1514.0,5.6,5,51,77,163,7,5637,720,812,720,0,61.95,279,6,61,17030,5808,20,96,177.4,2209,0.0,0.0,0.0,95,7643,4,20,8,0,8,8,8,0,3,2.67,4,3,41781,459.13,1917,3039,977,881,2205,2121,10892,1262,1584,1022,89,239,503,0.0459,0.0727,0.0234,0,4525,11,0,635,185,449,3,1134,0.341,0.0012,0.0012,0.4488,0.0,0.0108,0.0024,0,0,0,0.0,0.0,0.0825,0.0105,0.0337,1.0
Cerber,2,2,30,30,5,26,Cerber_T030_rep05,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T030_rep05,97,52,16.25,0,3,1,0,0,0,5.05,38,5,99,2,97,97,3,120.51,1142,0,0,8,1,0,0,4601,833,50.56,4812,253.55,1514.0,5.47,5,51,74,151,7,5630,1005,1108,1005,0,61.2,279,4,53,17017,5806,20,96,177.26,2193,0.0,0.0,0.0,95,7623,4,20,8,0,8,8,8,0,3,2.67,4,3,41762,469.24,1922,2966,1006,884,2183,2120,10841,1267,1586,1008,89,235,679,0.046,0.071,0.0241,0,4574,11,0,635,185,449,3,1134,0.3412,0.0012,0.0012,0.448,0.0,0.0094,0.0024,0,0,0,0.0,0.0,0.0825,0.0111,0.0328,1.0
Cerber,3,2,60,60,1,3,Cerber_T060_rep01,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T060_rep01,100,54,15.24,0,3,1,0,0,0,5.21,42,5,100,0,100,100,3,115.65,1142,0,0,8,1,0,0,4963,893,51.7,5153,529.74,25714.0,273.42,5,43,80,177,7,5409,640,731,640,0,59.44,288,4,54,17183,5968,22,99,173.57,2134,0.0,0.0,0.0,98,7567,4,20,9,0,7,9,9,0,3,3.0,6,2,43242,450.44,1993,3057,973,932,2149,2224,11192,1277,1700,1068,95,245,724,0.0461,0.0707,0.0225,0,4695,11,0,635,193,441,3,1176,0.3473,0.0013,0.0012,0.4404,0.0,0.01,0.0023,0,0,0,0.0,0.0,0.08,0.0087,0.0357,0.7778
Cerber,3,2,60,60,2,9,Cerber_T060_rep02,D:/Patrick/VMSnapshots/Datasets/Cerber_20260326_150808\T060_rep02,100,54,15.32,0,3,1,0,0,0,5.21,42,5,101,1,100,100,3,117.04,1142,0,0,8,1,0,0,5081,907,52.93,5278,270.06,1562.0,5.56,5,46,80,177,7,5383,671,770,671,0,59.15,288,4,54,17258,5966,22,99,174.32,2210,0.0,0.0,0.0,98,7652,4,20,16,0,14,16,16,0,3,5.33,12,2,43114,449.1,1986,2970,958,933,2149,2221,11199,1274,1695,1069,95,245,719,0.0461,0.0689,0.0222,0,4684,11,0,635,193,441,3,1176,0.3457,0.0013,0.0012,0.4434,0.0,0.01,0.0023,0,0,0,0.0,0.0,0.08,0.0091,0.0348,0.875
