family,stage_hint,behavior_stage,actual_offset_s,target_offset_s,rep,run,snap_name,snap_dir,pslist_count,pslist_unique_names,pslist_avg_threads,pslist_wow64_count,pslist_exited_count,pslist_ransom_procs,pslist_wannacry_procs,pslist_avg_children,pslist_max_children,pslist_parent_missing_count,psscan_count,hidden_process_count,cmdline_count,cmdline_with_args,cmdline_suspicious_count,cmdline_avg_length,cmdline_max_length,cmdline_unusual_dir_count,cmdline_script_tool_count,dlllist_total,dlllist_unique_dlls,dlllist_avg_per_process,dlllist_non_system,dlllist_avg_load_total_per_process,dlllist_max_load_total_per_process,dlllist_avg_max_loadcount_per_process,dlllist_unusual_path_pid_count,dlllist_unusual_path_hit_count,dlllist_crypto_pid_count,dlllist_crypto_hit_count,dlllist_crypto_dlls,ldrmodules_total,ldrmodules_not_in_load,ldrmodules_not_in_init,ldrmodules_not_in_mem,ldrmodules_hidden_count,ldrmodules_avg_per_process,ldrmodules_max_per_process,ldrmodules_suspicious_path_pid_count,ldrmodules_suspicious_path_hit_count,vad_total,vad_exec_count,vad_private_exec,vad_pid_count,vad_avg_regions_per_process,vad_max_regions_per_process,vad_avg_total_mem_per_process,vad_max_total_mem_per_process,vad_avg_max_region_size_per_process,vad_private_pid_count,vad_private_region_count,vad_rwx_pid_count,vad_rwx_region_count,malfind_count,malfind_mz_regions,malfind_rwx_region_count,malfind_private,malfind_private_exec,malfind_shellcode_regions,malfind_pid_count,malfind_avg_regions_per_process,malfind_max_regions_per_process,malfind_rwx_pid_count,handle_total,handle_avg_per_process,handle_file_count,handle_registry_count,handle_mutex_count,handle_process_count,handle_thread_count,handle_port_count,handle_event_count,handle_section_count,handle_semaphore_count,handle_timer_count,handle_desktop_count,handle_directory_count,handle_token_count,handle_file_ratio,handle_registry_ratio,handle_mutex_ratio,handle_encrypted_files,handle_wncryt_count,handle_eky_count,handle_fun_count,filescan_total,filescan_encrypted,filescan_ransom_notes,filescan_wncryt,filescan_fun,filescan_jigsaw_notes,svcscan_total,svcscan_running,svcscan_stopped,svcscan_security_stopped,priv_total_enabled,netstat_total,netstat_established,netstat_listening,netstat_unique_ips,netstat_outbound_count,netstat_established_ratio,netstat_outbound_ratio,vad_exec_ratio,vad_priv_exec_ratio,vad_rwx_ratio,vad_private_ratio,ldrmodules_suspicious_path_ratio,filescan_encrypted_ratio,cmdline_unusual_dir_ratio,dlllist_unusual_path_ratio,dlllist_crypto_ratio,malfind_rwx_ratio,signal_injection_score,signal_process_score,signal_benign_sep_score,signal_encryption_score,tier1_composite
Benign,0,0,79,15,1,1,Benign_T015_rep01_121606,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep01,97,54,12.98,1,3,0,0,4.8,38,5,108,11,97,97,1,68.7,1037,5,0,4143,842,62.77,4694,362.02,1640.0,5.82,5,70,58,130,7,450,34,56,34,0,15.52,106,1,1,17511,5865,15,94,186.29,2329,0.0,0.0,0.0,93,7759,4,15,3,0,3,3,3,0,3,1.0,1,3,37232,503.14,1725,2913,666,889,1606,2007,9898,1084,1656,890,71,190,507,0.0463,0.0782,0.0179,0,0,0,0,5658,1,0,0,0,0,635,221,413,5,1158,40,0,28,1,10,0.0,0.25,0.3349,0.0009,0.0009,0.4431,0.0022,0.0002,0.0515,0.0169,0.0314,1.0,0.6316,0.9818,0.6127,0.0067,0.6142
Benign,0,0,79,15,2,6,Benign_T015_rep02_123755,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep02,111,57,13.81,2,3,0,0,4.78,37,7,113,2,111,111,1,72.52,985,6,0,2213,493,44.26,2518,241.74,1451.0,5.4,3,41,38,109,7,847,172,195,172,0,22.29,198,0,0,21053,6638,20,108,194.94,3520,0.0,0.0,0.0,107,9945,4,15,26,0,0,5,5,0,13,2.0,4,0,35326,497.55,1798,1739,656,959,1962,1880,9635,995,1816,768,63,169,432,0.0509,0.0492,0.0186,0,0,0,0,4248,0,0,0,0,0,,,,,1164,44,4,28,2,14,0.0909,0.3182,0.3153,0.0009,0.0007,0.4724,0.0,0.0,0.0541,0.0185,0.0493,0.0,0.3566,0.9743,0.815,0.0,0.39
Benign,0,0,79,15,3,11,Benign_T015_rep03_125923,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep03,110,56,13.22,1,3,0,0,4.54,37,5,113,3,110,110,3,76.68,985,6,1,2382,594,45.81,2847,270.08,1634.0,5.08,5,52,37,97,7,258,27,55,27,0,7.37,144,0,0,20524,6495,19,107,191.81,3265,0.0,0.0,0.0,106,9660,4,15,15,0,7,11,11,0,7,2.14,7,1,35547,480.36,1808,2338,677,927,1828,1833,9787,1000,1854,765,66,169,367,0.0509,0.0658,0.019,0,0,0,0,4816,1,0,0,0,0,635,218,416,5,1181,44,4,28,2,14,0.0909,0.3182,0.3165,0.0009,0.0007,0.4707,0.0,0.0002,0.0545,0.0218,0.0407,0.4667,0.8433,0.9584,0.4871,0.0067,0.3231
Benign,0,0,79,15,4,16,Benign_T015_rep04_132042,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep04,93,52,12.56,1,3,0,0,4.6,37,5,104,11,93,93,2,113.56,1123,8,0,4808,913,56.56,5204,310.76,1634.0,5.51,7,73,68,153,7,63,6,26,6,0,2.74,15,1,1,16724,5568,15,90,185.82,2427,0.0,0.0,0.0,89,7466,4,15,4,0,4,4,4,0,3,1.33,2,3,38962,493.19,1816,3256,694,862,1597,2021,10197,1200,1744,940,78,195,672,0.0466,0.0836,0.0178,0,0,0,0,5881,1,0,0,0,0,635,218,416,5,1124,40,0,28,1,10,0.0,0.25,0.3329,0.0009,0.0009,0.4464,0.0159,0.0002,0.086,0.0152,0.0318,1.0,0.7611,1.0278,0.4201,0.0067,0.7436
Benign,0,0,79,15,5,21,Benign_T015_rep05_134156,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep05,111,57,13.34,1,3,0,0,4.78,38,6,113,2,111,111,1,64.28,430,4,0,1707,407,39.7,1866,875.72,28524.0,667.95,3,34,29,88,7,907,65,88,65,0,26.68,183,0,0,20456,6526,20,108,189.41,3012,0.0,0.0,0.0,107,9528,4,15,37,0,9,13,13,0,15,2.47,7,2,28767,479.45,1591,1569,533,919,1606,1530,7904,774,1616,574,51,146,340,0.0553,0.0545,0.0185,0,0,0,0,4889,1,0,0,0,0,580,208,371,5,1184,44,4,28,2,14,0.0909,0.3182,0.319,0.001,0.0007,0.4658,0.0,0.0002,0.036,0.0199,0.0516,0.2432,0.6441,0.7736,0.7374,0.0067,0.2582
Benign,0,0,79,15,6,26,Benign_T015_rep06_140327,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep06,110,57,13.36,1,3,0,0,4.74,37,6,113,3,110,110,1,60.05,568,4,0,2431,565,52.85,2867,312.63,1634.0,5.61,5,42,40,110,7,693,105,129,105,0,19.8,198,0,0,20610,6461,20,107,192.62,3437,0.0,0.0,0.0,106,9768,4,15,25,0,1,6,6,0,14,1.79,5,1,32691,454.04,1723,1800,670,905,1746,1705,8929,834,1778,661,62,171,348,0.0527,0.0551,0.0205,0,0,0,0,4556,0,0,0,0,0,,,,,1186,44,4,28,2,14,0.0909,0.3182,0.3135,0.001,0.0007,0.4739,0.0,0.0,0.0364,0.0173,0.0452,0.04,0.3664,0.8583,0.6825,0.0,0.4754
Benign,0,0,79,15,7,31,Benign_T015_rep07_142432,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep07,94,51,12.66,1,3,0,0,4.65,39,5,109,15,94,94,2,86.91,1037,6,0,4660,894,62.13,5039,341.32,1634.0,5.76,7,73,65,152,7,201,15,33,15,0,8.04,59,1,1,16980,5635,15,91,186.59,2361,0.0,0.0,0.0,90,7636,4,15,4,0,4,4,4,0,3,1.33,2,3,38423,492.6,1785,3192,672,872,1611,2035,10078,1185,1723,909,75,198,678,0.0465,0.0831,0.0175,0,0,0,0,6006,1,0,0,0,0,635,222,412,5,1108,40,0,28,1,10,0.0,0.25,0.3319,0.0009,0.0009,0.4497,0.005,0.0002,0.0638,0.0157,0.0326,1.0,0.7653,1.0149,0.4958,0.0067,0.7089
Benign,0,0,79,15,8,36,Benign_T015_rep08_144601,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep08,97,55,12.5,1,3,0,0,4.57,38,5,107,10,97,97,2,70.42,1037,5,1,4390,860,57.76,4918,326.91,1634.0,5.68,5,71,63,144,7,245,28,46,28,0,8.75,59,1,1,17773,5760,15,94,189.07,2499,0.0,0.0,0.0,93,8164,4,15,3,0,3,3,3,0,3,1.0,1,3,37751,477.86,1814,3046,671,887,1565,1977,9926,1089,1723,907,76,199,569,0.0481,0.0807,0.0178,0,0,0,0,5921,1,0,0,0,0,635,221,413,5,1199,40,0,28,1,10,0.0,0.25,0.3241,0.0008,0.0008,0.4593,0.0041,0.0002,0.0515,0.0162,0.0328,1.0,0.7405,0.9823,0.5067,0.0067,0.6639
Benign,0,0,79,15,9,41,Benign_T015_rep09_150749,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep09,111,57,13.14,1,3,0,0,4.58,38,6,114,3,111,111,3,142.82,1123,10,1,2477,585,25.28,2917,137.67,1634.0,3.18,4,41,37,98,7,272,23,47,23,0,7.77,140,1,1,20423,6450,19,108,189.1,3281,0.0,0.0,0.0,107,9615,4,15,8,0,0,4,4,0,6,1.33,2,0,35384,459.53,1833,2360,664,954,1856,1775,9630,1084,1832,715,65,184,392,0.0518,0.0667,0.0188,0,0,0,0,4957,0,0,0,0,0,,,,,1196,44,4,28,2,14,0.0909,0.3182,0.3158,0.0009,0.0007,0.4708,0.0037,0.0,0.0901,0.0166,0.0396,0.0,0.5112,0.9632,0.4883,0.0,0.5192
Benign,0,0,79,15,10,46,Benign_T015_rep10_152904,/home/pthrower/Datasets/Benign_20260409_121408/T015_rep10,111,56,13.67,1,3,0,0,5.0,37,6,113,2,111,111,1,68.81,430,3,0,2539,577,51.82,2853,290.2,1640.0,5.51,5,47,38,108,7,747,71,96,71,0,21.34,198,1,1,20622,6672,19,108,190.94,2971,0.0,0.0,0.0,107,9445,4,15,36,0,7,11,11,0,14,2.57,7,1,34887,477.9,1775,2202,705,925,1835,1816,9248,979,1836,700,63,181,588,0.0509,0.0631,0.0202,0,0,0,0,4912,0,0,0,0,0,607,212,394,5,1150,44,4,28,2,14,0.0909,0.3182,0.3235,0.0009,0.0007,0.458,0.0013,0.0,0.027,0.0185,0.0425,0.1944,0.5733,0.9228,0.7211,0.0,0.4131
Benign,0,0,79,30,1,2,Benign_T030_rep01_121947,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep01,96,54,12.61,1,3,0,0,4.52,37,5,107,11,96,96,2,72.16,1037,5,1,4439,861,59.99,4992,343.73,1634.0,5.84,6,73,63,146,7,297,43,57,43,0,14.14,137,2,3,17754,5793,15,93,190.9,2581,0.0,0.0,0.0,92,8093,4,15,3,0,3,3,3,0,3,1.0,1,3,37882,491.97,1818,3140,736,878,1576,1973,9910,1120,1724,892,75,192,541,0.048,0.0829,0.0194,0,0,0,0,5909,1,0,0,0,0,635,218,416,5,1158,40,0,28,1,10,0.0,0.25,0.3263,0.0008,0.0008,0.4558,0.0101,0.0002,0.0521,0.0164,0.0329,1.0,0.7474,0.9862,0.6187,0.0067,0.6588
Benign,0,0,79,30,2,7,Benign_T030_rep02_124148,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep02,109,56,13.28,1,3,0,0,4.5,37,6,111,2,109,109,1,78.21,985,6,0,2893,635,49.03,3474,290.53,1634.0,5.29,4,51,49,130,7,453,57,71,57,0,14.61,191,1,1,20303,6379,20,106,191.54,3337,0.0,0.0,0.0,105,9608,4,15,25,0,0,5,5,0,12,2.08,4,0,38059,481.76,1925,2310,690,972,2007,1918,10211,1173,1957,837,74,191,552,0.0506,0.0607,0.0181,0,0,0,0,4735,0,0,0,0,0,,,,,1181,44,4,28,2,14,0.0909,0.3182,0.3142,0.001,0.0007,0.4732,0.0022,0.0,0.055,0.0176,0.0449,0.0,0.3036,1.0545,0.6078,0.0,0.49
Benign,0,0,79,30,3,12,Benign_T030_rep03_130311,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep03,97,55,12.41,1,3,0,0,4.57,38,5,109,12,97,97,2,69.2,1037,5,1,4270,860,60.14,4844,345.65,1634.0,5.92,5,71,61,135,7,216,28,41,28,0,8.64,95,1,1,17818,5759,15,94,189.55,2551,0.0,0.0,0.0,93,8208,4,15,3,0,3,3,3,0,3,1.0,1,3,37223,489.78,1795,2980,666,887,1564,1955,9828,1073,1705,894,74,193,549,0.0482,0.0801,0.0179,0,0,0,0,5845,1,0,0,0,0,635,221,413,5,1199,40,0,28,1,10,0.0,0.25,0.3232,0.0008,0.0008,0.4607,0.0046,0.0002,0.0515,0.0166,0.0316,1.0,0.7405,0.9724,0.503,0.0067,0.6348
Benign,0,0,79,30,4,17,Benign_T030_rep04_132426,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep04,110,56,13.55,1,3,0,0,4.74,38,6,112,2,110,110,1,87.76,985,6,0,2625,602,43.03,2996,237.3,1370.0,5.11,3,47,38,108,7,893,106,136,106,0,22.9,198,1,1,20228,6497,19,107,189.05,2793,0.0,0.0,0.0,106,9342,4,15,34,0,7,11,11,0,15,2.27,6,2,37694,465.36,1925,2461,689,977,2052,1915,10269,1133,1899,760,67,191,701,0.0511,0.0653,0.0183,0,0,0,0,4900,0,0,0,0,0,598,212,385,5,1160,44,4,28,2,14,0.0909,0.3182,0.3212,0.0009,0.0007,0.4618,0.0011,0.0,0.0545,0.0179,0.0411,0.2059,0.5923,1.0322,0.7396,0.0,0.4547
Benign,0,0,79,30,5,22,Benign_T030_rep05_134540,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep05,98,55,12.52,1,3,0,0,4.62,38,5,108,10,98,98,2,72.85,1037,5,1,4816,902,62.55,5220,345.47,1634.0,5.84,8,75,67,154,7,245,22,40,22,0,9.42,60,1,1,17663,5849,15,95,185.93,2472,0.0,0.0,0.0,94,7947,4,15,4,0,4,4,4,0,3,1.33,2,3,39496,493.7,1839,3342,722,895,1647,2050,10285,1230,1767,917,77,203,661,0.0466,0.0846,0.0183,0,0,0,0,5917,1,0,0,0,0,635,221,413,5,1185,40,0,28,1,10,0.0,0.25,0.3311,0.0008,0.0008,0.4499,0.0041,0.0002,0.051,0.0156,0.032,1.0,0.7685,1.0377,0.5378,0.0067,0.7229
Benign,0,0,79,30,6,27,Benign_T030_rep06_140704,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep06,94,53,12.62,2,3,0,0,4.43,37,6,106,12,94,94,1,73.46,1037,5,0,4605,886,63.96,4995,350.79,1634.0,5.83,7,73,64,149,7,150,13,27,13,0,7.89,62,1,1,16844,5631,15,91,185.1,2404,0.0,0.0,0.0,90,7492,4,15,4,0,4,4,4,0,3,1.33,2,3,38055,500.72,1757,3168,680,869,1588,1997,9954,1181,1724,898,74,196,665,0.0462,0.0832,0.0179,0,0,0,0,5937,1,0,0,0,0,635,218,416,5,1148,40,0,28,1,10,0.0,0.25,0.3343,0.0009,0.0009,0.4448,0.0067,0.0002,0.0532,0.0159,0.0324,1.0,0.6527,1.0043,0.5949,0.0067,0.6944
Benign,0,0,79,30,7,32,Benign_T030_rep07_142810,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep07,98,54,13.02,2,3,0,0,4.62,39,6,105,7,98,98,2,112.16,1123,8,0,4641,873,51.57,5136,282.19,1640.0,5.4,6,72,66,151,7,510,40,68,40,0,13.42,106,1,1,17580,5887,15,95,185.05,2339,0.0,0.0,0.0,94,7798,4,15,3,0,3,3,3,0,3,1.0,1,3,39061,488.26,1801,3141,681,899,1666,2096,10291,1175,1746,925,76,203,634,0.0461,0.0804,0.0174,0,0,0,0,6000,1,0,0,0,0,635,222,412,5,1163,40,0,28,1,10,0.0,0.25,0.3349,0.0009,0.0009,0.4436,0.002,0.0002,0.0816,0.0155,0.0325,1.0,0.746,1.0308,0.6835,0.0067,0.7221
Benign,0,0,79,30,8,37,Benign_T030_rep08_145004,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep08,97,54,12.56,2,3,0,0,4.57,38,6,108,11,97,97,1,73.77,1037,5,0,4866,920,64.03,5270,350.17,1634.0,5.84,8,75,67,158,7,175,19,33,19,0,7.61,63,1,1,17651,5898,15,94,187.78,2438,0.0,0.0,0.0,93,7898,4,15,4,0,4,4,4,0,3,1.33,2,3,39571,500.9,1836,3355,710,892,1643,2055,10260,1232,1781,916,77,203,662,0.0464,0.0848,0.0179,0,0,0,0,5977,1,0,0,0,0,635,221,413,5,1161,40,0,28,1,10,0.0,0.25,0.3341,0.0008,0.0008,0.4475,0.0057,0.0002,0.0515,0.0154,0.0325,1.0,0.6555,1.0367,0.6025,0.0067,0.7375
Benign,0,0,79,30,9,42,Benign_T030_rep09_151131,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep09,96,53,12.56,1,3,0,0,4.75,38,5,107,11,96,96,1,73.33,1037,5,0,4711,888,62.81,5127,349.85,1634.0,5.84,8,75,66,151,7,166,15,30,15,0,8.3,48,1,1,17209,5767,15,93,185.04,2435,0.0,0.0,0.0,92,7642,4,15,4,0,4,4,4,0,3,1.33,2,3,38876,504.88,1796,3301,698,881,1616,2032,10123,1220,1751,903,75,192,649,0.0462,0.0849,0.018,0,0,0,0,5911,1,0,0,0,0,635,219,415,5,1139,40,0,28,1,10,0.0,0.25,0.3351,0.0009,0.0009,0.4441,0.006,0.0002,0.0521,0.0159,0.0321,1.0,0.6536,1.0228,0.5104,0.0067,0.702
Benign,0,0,79,30,10,47,Benign_T030_rep10_153243,/home/pthrower/Datasets/Benign_20260409_121408/T030_rep10,111,57,13.44,1,3,0,0,4.78,37,6,113,2,111,111,1,60.23,985,5,0,2248,592,45.88,2572,263.22,1634.0,4.78,5,47,31,87,7,403,46,63,46,0,12.59,141,2,2,20808,6578,19,108,192.67,3325,0.0,0.0,0.0,107,9785,4,15,11,0,0,4,4,0,8,1.38,2,0,37443,480.04,1910,2409,768,983,2006,1881,10117,1172,1868,745,68,179,502,0.051,0.0643,0.0205,0,0,0,0,5057,0,0,0,0,0,580,205,374,5,1191,44,4,28,2,14,0.0909,0.3182,0.3161,0.0009,0.0007,0.4703,0.005,0.0,0.045,0.0209,0.0387,0.0,0.2986,1.0259,0.6068,0.0,0.3047
Benign,0,0,79,60,1,3,Benign_T060_rep01_122323,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep01,96,55,12.26,2,3,0,0,4.32,37,6,109,13,96,96,2,73.92,1037,5,1,4616,883,62.38,5029,343.04,1634.0,5.84,7,73,65,149,7,121,18,33,18,0,5.76,36,1,1,17042,5676,15,93,183.25,2512,0.0,0.0,0.0,92,7610,4,15,4,0,4,4,4,0,3,1.33,2,3,38296,490.97,1774,3233,662,879,1582,2007,9981,1186,1734,904,75,200,647,0.0463,0.0844,0.0173,0,0,0,0,5868,1,0,0,0,0,635,218,416,5,1177,40,0,28,1,10,0.0,0.25,0.3331,0.0009,0.0009,0.4465,0.0083,0.0002,0.0521,0.0158,0.0323,1.0,0.7666,1.0069,0.5537,0.0067,0.6984
Benign,0,0,79,60,2,8,Benign_T060_rep02_124537,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep02,112,58,13.13,2,3,0,0,4.44,38,7,114,2,112,112,2,62.07,430,4,1,2486,575,49.72,2886,287.92,1634.0,5.4,4,46,40,113,7,652,74,96,74,0,18.63,198,1,1,20895,6542,19,109,191.7,3371,0.0,0.0,0.0,108,9931,4,15,23,0,0,4,4,0,12,1.92,3,0,34419,452.88,1803,1932,674,973,1847,1770,9411,898,1802,745,65,182,445,0.0524,0.0561,0.0196,0,0,0,0,4605,0,0,0,0,0,,,,,1232,44,4,28,2,14,0.0909,0.3182,0.3131,0.0009,0.0007,0.4753,0.0015,0.0,0.0357,0.0185,0.0455,0.0,0.4231,0.9234,0.7638,0.0,0.4045
Benign,0,0,79,60,3,13,Benign_T060_rep03_130704,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep03,96,54,12.35,2,3,0,0,4.32,38,6,109,13,96,96,3,86.27,1037,6,1,4699,913,61.83,5107,337.76,1634.0,5.76,7,73,65,149,7,261,18,40,18,0,10.04,62,1,1,17183,5731,15,93,184.76,2370,0.0,0.0,0.0,92,7688,4,15,4,0,4,4,4,0,3,1.33,2,3,38435,492.76,1792,3195,680,883,1584,2023,10034,1175,1738,911,75,201,659,0.0466,0.0831,0.0177,0,0,0,0,5945,1,0,0,0,0,635,221,413,5,1175,40,0,28,1,10,0.0,0.25,0.3335,0.0009,0.0009,0.4474,0.0038,0.0002,0.0625,0.0155,0.0317,1.0,0.8782,1.0081,0.6292,0.0067,0.7205
Benign,0,0,79,60,4,18,Benign_T060_rep04_132807,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep04,110,57,13.29,1,3,0,0,4.74,37,5,113,3,110,110,1,39.22,429,3,0,1959,542,48.98,2390,296.73,1634.0,4.95,3,40,27,79,7,322,60,73,60,0,13.42,171,1,1,20976,6508,19,107,196.04,3390,0.0,0.0,0.0,106,10032,4,15,9,0,0,4,4,0,7,1.29,2,0,31982,456.89,1680,1696,636,903,1665,1676,8756,832,1750,680,61,165,273,0.0525,0.053,0.0199,0,0,0,0,4347,0,0,0,0,0,,,,,1186,44,4,28,2,14,0.0909,0.3182,0.3103,0.0009,0.0007,0.4783,0.0031,0.0,0.0273,0.0204,0.0403,0.0,0.305,0.8467,0.5672,0.0,0.275
Benign,0,0,79,60,5,23,Benign_T060_rep05_134926,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep05,95,52,12.78,1,3,0,0,4.7,38,5,109,14,95,95,2,87.09,1037,6,0,4736,904,63.15,5144,351.31,1634.0,5.76,8,75,65,152,7,227,25,40,25,0,11.35,137,2,3,17041,5769,15,92,185.23,2290,0.0,0.0,0.0,91,7485,4,15,4,0,4,4,4,0,3,1.33,2,3,38958,512.61,1802,3326,759,875,1620,2031,10134,1230,1741,899,74,189,664,0.0463,0.0854,0.0195,0,0,0,0,6013,1,0,0,0,0,635,219,415,5,1115,40,0,28,1,10,0.0,0.25,0.3385,0.0009,0.0009,0.4392,0.0132,0.0002,0.0632,0.0158,0.0321,1.0,0.7699,1.0248,0.5834,0.0067,0.7109
Benign,0,0,79,60,6,28,Benign_T060_rep06_141047,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep06,95,54,12.64,2,3,0,0,4.48,37,6,107,12,95,95,1,76.6,1037,5,0,4867,908,62.4,5265,341.71,1634.0,5.85,7,73,70,162,7,166,20,35,20,0,8.3,63,1,1,17049,5678,15,92,185.32,2492,0.0,0.0,0.0,91,7615,4,15,4,0,4,4,4,0,3,1.33,2,3,39684,483.95,1843,3344,708,875,1645,2047,10332,1221,1774,956,80,208,676,0.0464,0.0843,0.0178,0,0,0,0,5942,1,0,0,0,0,635,218,416,5,1153,40,0,28,1,10,0.0,0.25,0.333,0.0009,0.0009,0.4467,0.006,0.0002,0.0526,0.015,0.0333,1.0,0.656,1.0476,0.6127,0.0067,0.7584
Benign,0,0,79,60,7,33,Benign_T060_rep07_143154,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep07,96,54,12.73,2,3,0,0,4.52,37,6,109,13,96,96,2,85.73,1037,6,0,4297,857,59.68,4875,340.4,1634.0,5.75,6,73,61,139,7,349,45,61,45,0,12.93,137,2,3,17879,5855,15,93,192.25,2575,0.0,0.0,0.0,92,8126,4,15,3,0,3,3,3,0,3,1.0,1,3,37677,502.36,1784,3062,750,879,1576,1976,9876,1106,1725,892,74,191,513,0.0473,0.0813,0.0199,0,0,0,0,5918,1,0,0,0,0,635,218,416,5,1158,40,0,28,1,10,0.0,0.25,0.3275,0.0008,0.0008,0.4545,0.0086,0.0002,0.0625,0.017,0.0323,1.0,0.7483,0.9822,0.7034,0.0067,0.6172
Benign,0,0,79,60,8,38,Benign_T060_rep08_145401,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep08,110,56,13.56,1,3,0,0,4.95,38,5,115,5,110,110,1,59.12,985,4,0,2480,570,50.61,2926,296.71,1634.0,5.63,4,41,40,113,7,645,100,121,100,0,19.55,198,0,0,20620,6482,20,107,192.71,3209,0.0,0.0,0.0,106,9760,4,16,24,0,0,4,4,0,13,1.85,4,0,34329,483.51,1824,1699,652,935,1908,1772,9443,928,1801,734,63,169,410,0.0531,0.0495,0.019,0,0,0,0,4511,0,0,0,0,0,,,,,1179,44,4,28,2,14,0.0909,0.3182,0.3144,0.001,0.0008,0.4733,0.0,0.0,0.0364,0.0165,0.0456,0.0,0.3345,0.9369,0.6713,0.0,0.5299
Benign,0,0,79,60,9,43,Benign_T060_rep09_151512,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep09,96,52,13.03,2,3,0,0,4.75,38,6,109,13,96,96,1,73.29,1037,5,0,4641,873,61.88,5051,487.55,11084.0,153.55,8,75,65,151,7,486,47,64,47,0,19.44,137,2,3,17399,5873,15,93,187.09,2398,0.0,0.0,0.0,92,7663,4,15,4,0,4,4,4,0,3,1.33,2,3,39835,510.71,1818,3377,752,885,1670,2106,10348,1263,1775,929,75,201,645,0.0456,0.0848,0.0189,0,0,0,0,5993,1,0,0,0,0,635,219,415,5,1117,40,0,28,1,10,0.0,0.25,0.3375,0.0009,0.0009,0.4404,0.0062,0.0002,0.0521,0.0162,0.0325,1.0,0.6684,1.0535,0.808,0.0067,0.6847
Benign,0,0,79,60,10,48,Benign_T060_rep10_153622,/home/pthrower/Datasets/Benign_20260409_121408/T060_rep10,93,51,12.79,1,3,0,0,4.6,37,5,103,10,93,93,1,76.03,1037,5,0,4858,903,63.09,5256,350.0,1634.0,5.84,8,75,68,157,7,129,11,23,11,0,7.59,48,1,1,16955,5662,15,90,188.39,2429,0.0,0.0,0.0,89,7565,4,15,4,0,4,4,4,0,3,1.33,2,3,39473,499.66,1844,3332,717,863,1627,2040,10293,1225,1769,939,79,194,670,0.0467,0.0844,0.0182,0,0,0,0,5906,1,0,0,0,0,635,218,416,5,1105,40,0,28,1,10,0.0,0.25,0.3339,0.0009,0.0009,0.4462,0.0078,0.0002,0.0538,0.0154,0.0323,1.0,0.6518,1.04,0.5066,0.0067,0.7394
Benign,0,0,120,120,1,4,Benign_T120_rep01_122746,/home/pthrower/Datasets/Benign_20260409_121408/T120_rep01,107,52,13.32,2,3,0,0,4.82,36,6,113,6,107,107,1,122.12,1123,7,0,3518,732,40.91,4040,235.87,1598.0,4.4,6,37,53,133,7,173,21,44,21,0,4.81,86,1,1,20161,6480,20,104,193.86,3047,0.0,0.0,0.0,103,9363,4,15,9,0,0,5,5,0,6,1.5,2,0,40732,473.63,2012,2914,731,956,1996,2020,10849,1257,2044,919,79,213,558,0.0494,0.0715,0.0179,0,0,0,0,5224,0,0,0,0,0,623,215,407,5,1138,44,4,28,2,14,0.0909,0.3182,0.3214,0.001,0.0007,0.4644,0.0058,0.0,0.0654,0.0105,0.0378,0.0,0.287,1.1107,0.5662,0.0,0.9376
Benign,0,0,120,120,2,9,Benign_T120_rep02_125006,/home/pthrower/Datasets/Benign_20260409_121408/T120_rep02,98,53,12.02,1,3,0,0,4.62,38,5,108,10,98,98,3,110.52,1123,9,1,4852,886,53.91,5381,300.94,1598.0,5.53,8,97,70,159,7,305,18,39,18,0,8.47,86,2,23,17994,5946,15,95,189.41,2396,0.0,0.0,0.0,94,8132,4,15,3,0,3,3,3,0,3,1.0,1,3,39728,467.39,1870,3236,706,896,1576,2073,10334,1172,1816,952,80,209,606,0.0471,0.0815,0.0178,0,0,0,0,6110,1,0,0,0,0,635,221,413,5,1139,40,0,28,1,10,0.0,0.25,0.3304,0.0008,0.0008,0.4519,0.0754,0.0002,0.0918,0.02,0.0328,1.0,0.8475,1.0253,0.5163,0.0067,0.4539
