model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,0.9873,0.9815,0.9858,0.9873,1.0,0.0127,0.9494,1.0,0.9469,1.0,95,1000,0.9915,0.7133,0.962,1.0,1.0
RandomForest,312,79,0.9494,0.9437,0.9437,0.9494,0.9776,0.0282,0.8861,0.9873,0.8773,0.9866,95,1000,0.9342,0.5417,0.8101,0.9367,1.0
LogisticRegression,312,79,0.9494,0.9437,0.9437,0.9494,0.9744,0.025,0.8984,0.9873,0.8764,0.9866,95,1000,0.8951,0.5436,0.6709,0.8481,1.0
XGBoost,312,79,0.9494,0.9348,0.9427,0.9489,0.9936,0.0442,0.8987,0.9873,0.8803,0.9865,95,1000,0.9277,0.606,0.7342,0.9367,1.0
ExtraTrees,312,79,0.8861,0.8957,0.8783,0.888,0.9679,0.0818,0.8101,0.9494,0.7876,0.9437,95,1000,0.9027,0.5051,0.7848,0.8481,1.0
