,precision,recall,f1-score,support
Benign/Dormant,0.9387755102040817,0.9787234042553191,0.9583333333333334,47.0
Pre-enc Active,0.0,0.0,0.0,3.0
accuracy,0.92,0.92,0.92,0.92
macro avg,0.46938775510204084,0.48936170212765956,0.4791666666666667,50.0
weighted avg,0.8824489795918368,0.92,0.9008333333333334,50.0
