model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,84,21,0.9524,0.875,0.8939,0.9466,0.9643,0.0119,0.8571,1.0,0.6874,1.0,95,1000,0.8195,0.4743,0.5238,0.619,0.9524
ExtraTrees,84,21,0.9048,0.825,0.853,0.8976,0.9762,0.0714,0.7619,1.0,0.5958,1.0,95,1000,0.8052,0.5295,0.4762,0.6667,1.0
XGBoost,84,21,0.9048,0.825,0.853,0.8976,0.9762,0.0714,0.7619,1.0,0.5958,1.0,95,1000,0.7858,0.4186,0.3333,0.8095,0.9048
LogisticRegression,84,21,0.8571,0.7972,0.8162,0.8514,1.0,0.1429,0.7143,1.0,0.5487,1.0,95,1000,0.9068,0.6737,0.6667,0.9524,1.0
GradientBoosting,84,21,0.8095,0.725,0.752,0.8014,1.0,0.1905,0.619,0.9524,0.4423,0.9543,95,1000,0.9914,0.8276,0.9524,1.0,1.0
