,precision,recall,f1-score,support
Benign (baseline),1.0,1.0,1.0,10.0
Pre-launch,0.0,0.0,0.0,2.0
Pre-encryption,0.5,1.0,0.6666666666666666,2.0
Encrypting,1.0,1.0,1.0,4.0
Post-encryption,1.0,1.0,1.0,3.0
accuracy,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048
macro avg,0.7,0.8,0.7333333333333333,21.0
weighted avg,0.8571428571428571,0.9047619047619048,0.8730158730158731,21.0
