model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
XGBoost,312,79,0.9241,0.904,0.8998,0.9234,1.0,0.0759,0.8608,0.9747,0.8164,0.9646,95,1000,0.8932,0.4776,0.6962,0.8861,0.9747
LogisticRegression,312,79,0.9114,0.9075,0.8993,0.912,0.9583,0.0469,0.8481,0.962,0.8133,0.9639,95,1000,0.8664,0.4238,0.5063,0.8608,0.9747
ExtraTrees,312,79,0.8734,0.8532,0.8521,0.8724,0.9583,0.0849,0.7975,0.9367,0.7657,0.9248,95,1000,0.8889,0.498,0.6456,0.8354,0.9873
RandomForest,312,79,0.8608,0.8432,0.8469,0.8597,0.9327,0.0719,0.7722,0.9367,0.7543,0.9234,95,1000,0.8898,0.5016,0.6076,0.8987,1.0
GradientBoosting,312,79,0.8734,0.8387,0.841,0.8724,1.0,0.1266,0.7975,0.9494,0.7432,0.9237,95,1000,0.9884,0.6858,0.962,0.9873,1.0
