,precision,recall,f1-score,support
Benign (baseline),1.0,1.0,1.0,10.0
Pre-launch,1.0,1.0,1.0,2.0
Pre-encryption,0.5,1.0,0.6666666666666666,2.0
Encrypting,0.0,0.0,0.0,4.0
Post-encryption,0.6,1.0,0.75,3.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.62,0.8,0.6833333333333333,21.0
weighted avg,0.7047619047619048,0.8095238095238095,0.7420634920634921,21.0
