feature,importance
netstat_unique_ips,0.13304195
netstat_outbound_count,0.06656704
dlllist_unusual_path_ratio,0.040878356
vad_avg_regions_per_process,0.037517246
vad_rwx_pid_count,0.03348569
ldrmodules_not_in_init,0.0332602
psscan_count,0.030719355
ldrmodules_not_in_load,0.020780064
ldrmodules_suspicious_path_pid_count,0.019695047
netstat_total,0.018856287
ldrmodules_total,0.018547634
vad_private_exec,0.018508127
handle_process_count,0.01828107
cmdline_script_tool_count,0.018087296
filescan_total,0.01741434
handle_total,0.017381787
vad_priv_exec_ratio,0.017331002
pslist_wow64_count,0.01617733
tier1_composite,0.016127467
malfind_rwx_pid_count,0.015438735
malfind_pid_count,0.014860657
ldrmodules_not_in_mem,0.014210389
malfind_max_regions_per_process,0.013973092
pslist_unique_names,0.013583383
handle_token_count,0.0133868195
dlllist_max_load_total_per_process,0.012326639
malfind_count,0.011753032
pslist_exited_count,0.009814728
malfind_rwx_region_count,0.008717572
priv_total_enabled,0.008671264
handle_registry_ratio,0.008430301
handle_port_count,0.008347409
vad_rwx_ratio,0.008325003
pslist_wannacry_procs,0.008256167
handle_registry_count,0.008219111
handle_semaphore_count,0.007837342
handle_mutex_count,0.007445021
pslist_parent_missing_count,0.0073524374
handle_mutex_ratio,0.0073337033
handle_file_ratio,0.007182863
malfind_avg_regions_per_process,0.007059621
handle_avg_per_process,0.0066157836
netstat_outbound_ratio,0.006525181
cmdline_unusual_dir_count,0.006460257
vad_exec_count,0.006357716
handle_file_count,0.0060143555
hidden_process_count,0.0060070986
netstat_listening,0.0058357962
cmdline_suspicious_count,0.0057878005
dlllist_unusual_path_hit_count,0.0057768966
dlllist_crypto_hit_count,0.005632363
handle_thread_count,0.005567248
svcscan_running,0.0055659073
vad_max_regions_per_process,0.0054871426
signal_injection_score,0.0054202476
pslist_avg_children,0.0053809425
ldrmodules_avg_per_process,0.005174838
dlllist_avg_per_process,0.005138771
pslist_count,0.0049985857
vad_private_ratio,0.0049049067
vad_exec_ratio,0.0046514566
handle_directory_count,0.0046466137
svcscan_stopped,0.0045693973
handle_event_count,0.004327297
vad_total,0.0042365487
dlllist_crypto_ratio,0.0038418095
handle_section_count,0.0037178048
dlllist_unusual_path_pid_count,0.0036955308
ldrmodules_max_per_process,0.0035661876
handle_timer_count,0.0035573612
pslist_avg_threads,0.0034836447
cmdline_unusual_dir_ratio,0.0034787108
dlllist_avg_load_total_per_process,0.0033274018
vad_pid_count,0.0032252588
ldrmodules_suspicious_path_ratio,0.003139775
dlllist_avg_max_loadcount_per_process,0.0031173315
svcscan_security_stopped,0.0030668464
svcscan_total,0.0030433573
handle_desktop_count,0.00280212
vad_private_region_count,0.0026669528
pslist_max_children,0.0021724286
malfind_rwx_ratio,0.0018317644
cmdline_with_args,0.0
cmdline_count,0.0
malfind_private,0.0
vad_private_pid_count,0.0
vad_rwx_region_count,0.0
ldrmodules_suspicious_path_hit_count,0.0
malfind_private_exec,0.0
netstat_established,0.0
netstat_established_ratio,0.0
