model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
XGBoost,312,79,0.9494,0.9315,0.9287,0.9492,1.0,0.0506,0.8987,0.9873,0.8432,0.9837,95,1000,0.8931,0.3414,0.6962,0.8987,0.962
RandomForest,312,79,0.9241,0.9115,0.909,0.9238,0.9487,0.0246,0.8608,0.9747,0.8278,0.9696,95,1000,0.8687,0.4661,0.5696,0.8228,0.962
GradientBoosting,312,79,0.9114,0.8983,0.8883,0.9134,1.0,0.0886,0.8354,0.962,0.7946,0.9561,95,1000,0.9918,0.5116,0.9873,0.9873,1.0
ExtraTrees,312,79,0.8861,0.868,0.8643,0.8878,0.9487,0.0626,0.8101,0.9494,0.7702,0.9411,95,1000,0.8577,0.5093,0.5316,0.7975,1.0
LogisticRegression,312,79,0.8861,0.868,0.8585,0.8895,0.9615,0.0754,0.8101,0.9494,0.7633,0.9313,95,1000,0.8507,0.3469,0.519,0.7848,0.962
