,precision,recall,f1-score,support
Pre-launch,0.4117647058823529,0.875,0.56,8.0
Pre-encryption,1.0,0.3333333333333333,0.5,9.0
Encrypting,0.7777777777777778,0.7368421052631579,0.7567567567567568,19.0
Post-encryption,1.0,0.8666666666666667,0.9285714285714286,15.0
accuracy,0.7254901960784313,0.7254901960784313,0.7254901960784313,0.7254901960784313
macro avg,0.7973856209150326,0.7029605263157894,0.6863320463320464,51.0
weighted avg,0.8249391259771882,0.7254901960784313,0.7311166628813688,51.0
