,precision,recall,f1-score,support
Pre-launch,0.2727272727272727,0.6,0.375,10.0
Pre-encryption,0.0,0.0,0.0,10.0
Encrypting,0.8181818181818182,0.45,0.5806451612903226,20.0
Post-encryption,0.75,0.8,0.7741935483870968,15.0
micro avg,0.5510204081632653,0.4909090909090909,0.5192307692307693,55.0
macro avg,0.4602272727272727,0.4625,0.43245967741935487,55.0
weighted avg,0.5516528925619835,0.4909090909090909,0.4904692082111437,55.0
