,precision,recall,f1-score,support
Benign (baseline),1.0,1.0,1.0,16.0
Pre-launch,0.7,0.875,0.7777777777777778,8.0
Pre-encryption,0.7272727272727273,0.5714285714285714,0.64,14.0
Encrypting,0.7142857142857143,0.7692307692307693,0.7407407407407407,13.0
Post-encryption,1.0,1.0,1.0,3.0
accuracy,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148
macro avg,0.8283116883116882,0.843131868131868,0.8317037037037037,54.0
weighted avg,0.816065416065416,0.8148148148148148,0.8113305898491084,54.0
