,precision,recall,f1-score,support
Benign (baseline),1.0,0.48,0.6486486486486487,50.0
micro avg,1.0,0.48,0.6486486486486487,50.0
macro avg,1.0,0.48,0.6486486486486487,50.0
weighted avg,1.0,0.48,0.6486486486486487,50.0
