,precision,recall,f1-score,support
Pre-launch (baseline),0.8888888888888888,1.0,0.9411764705882353,8.0
Pre-encryption,1.0,0.75,0.8571428571428571,8.0
Encrypting,1.0,0.9375,0.967741935483871,16.0
Post-encryption,0.8571428571428571,1.0,0.9230769230769231,12.0
accuracy,0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818
macro avg,0.9365079365079365,0.921875,0.9222845465729717,44.0
weighted avg,0.9408369408369407,0.9318181818181818,0.9306215606025852,44.0
