,precision,recall,f1-score,support
Benign/Dormant,0.8888888888888888,0.8,0.8421052631578947,10.0
Pre-enc Active,0.0,0.0,0.0,1.0
Active Encryption,0.0,0.0,0.0,0.0
Post-Encryption,0.9,0.9,0.9,10.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.4472222222222222,0.42500000000000004,0.43552631578947365,21.0
weighted avg,0.8518518518518519,0.8095238095238095,0.8295739348370926,21.0
