model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
ExtraTrees,84,21,0.8571,0.9,0.7586,0.8695,0.9881,0.131,0.7143,1.0,0.5128,1.0,95,1000,0.8737,0.5366,0.6667,0.7619,1.0
XGBoost,84,21,0.9048,0.6333,0.6175,0.8821,0.9286,0.0238,0.7619,1.0,0.5347,1.0,95,1000,0.8602,0.4107,0.4762,0.9048,0.9524
GradientBoosting,84,21,0.9048,0.6333,0.6175,0.8821,1.0,0.0952,0.7619,1.0,0.5347,1.0,95,1000,0.9981,0.9742,1.0,1.0,1.0
LogisticRegression,84,21,0.8095,0.8667,0.5559,0.8445,1.0,0.1905,0.619,0.9524,0.378,0.962,95,1000,0.9603,0.6831,0.8571,0.9524,1.0
RandomForest,84,21,0.8095,0.5667,0.4355,0.8296,0.9762,0.1667,0.6655,0.9524,0.3669,0.9482,95,1000,0.8679,0.5296,0.7143,0.7619,1.0
