,precision,recall,f1-score,support
Benign/Dormant,0.94,1.0,0.9690721649484536,47.0
Pre-enc Active,0.0,0.0,0.0,3.0
accuracy,0.94,0.94,0.94,0.94
macro avg,0.47,0.5,0.4845360824742268,50.0
weighted avg,0.8835999999999999,0.94,0.9109278350515464,50.0
