,precision,recall,f1-score,support
Pre-launch,0.16666666666666666,0.7,0.2692307692307692,10.0
Pre-encryption,0.625,0.5,0.5555555555555556,10.0
Encrypting,1.0,0.05,0.09523809523809523,20.0
Post-encryption,1.0,0.26666666666666666,0.42105263157894735,15.0
accuracy,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.3090909090909091
macro avg,0.6979166666666666,0.37916666666666665,0.3352692629008418,55.0
weighted avg,0.7803030303030303,0.3090909090909091,0.29942572047835203,55.0
