,precision,recall,f1-score,support
Pre-launch,0.5,1.0,0.6666666666666666,10.0
Pre-encryption,1.0,0.1,0.18181818181818182,10.0
Encrypting,1.0,0.35,0.5185185185185185,20.0
Post-encryption,0.7142857142857143,1.0,0.8333333333333334,15.0
micro avg,0.673469387755102,0.6,0.6346153846153846,55.0
macro avg,0.8035714285714286,0.6125,0.5500841750841751,55.0
weighted avg,0.8311688311688312,0.6,0.5700948882767064,55.0
