,precision,recall,f1-score,support
Pre-launch,0.5714285714285714,0.4,0.47058823529411764,10.0
Pre-encryption,0.3333333333333333,0.1,0.15384615384615385,10.0
Encrypting,0.5,0.8,0.6153846153846154,20.0
Post-encryption,0.375,0.2,0.2608695652173913,15.0
micro avg,0.48,0.43636363636363634,0.45714285714285713,55.0
macro avg,0.44494047619047616,0.375,0.37517214243556957,55.0
weighted avg,0.4485930735930736,0.43636363636363634,0.40845599413374356,55.0
