,precision,recall,f1-score,support
Pre-launch,0.3333333333333333,0.7,0.45161290322580644,10.0
Pre-encryption,0.0,0.0,0.0,10.0
Encrypting,0.4,0.3,0.34285714285714286,20.0
Post-encryption,0.42857142857142855,0.4,0.41379310344827586,15.0
micro avg,0.37254901960784315,0.34545454545454546,0.3584905660377358,55.0
macro avg,0.2904761904761905,0.35,0.30206578738280626,55.0
weighted avg,0.3229437229437229,0.34545454545454546,0.3196394262022738,55.0
