,precision,recall,f1-score,support
Pre-launch,0.0,0.0,0.0,10.0
Pre-encryption,0.34782608695652173,0.8,0.48484848484848486,10.0
Encrypting,0.5652173913043478,0.65,0.6046511627906976,20.0
Post-encryption,0.8,0.26666666666666666,0.4,15.0
micro avg,0.4807692307692308,0.45454545454545453,0.4672897196261682,55.0
macro avg,0.42826086956521736,0.4291666666666667,0.37237491190979566,55.0
weighted avg,0.4869565217391304,0.45454545454545453,0.4171183291690691,55.0
