,precision,recall,f1-score,support
Pre-launch,1.0,1.0,1.0,10.0
Pre-encryption,1.0,1.0,1.0,10.0
Encrypting,1.0,1.0,1.0,20.0
Post-encryption,1.0,1.0,1.0,15.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,55.0
weighted avg,1.0,1.0,1.0,55.0
