,precision,recall,f1-score,support
Pre-launch,1.0,0.625,0.7692307692307693,8.0
Pre-encryption,0.8181818181818182,1.0,0.9,9.0
Encrypting,0.95,1.0,0.9743589743589743,19.0
Post-encryption,1.0,1.0,1.0,15.0
accuracy,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
macro avg,0.9420454545454546,0.90625,0.9108974358974359,51.0
weighted avg,0.9492869875222817,0.9411764705882353,0.9366013071895425,51.0
