model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,212,54,0.9444,0.9458,0.9458,0.9444,0.9811,0.0367,0.8704,1.0,0.8724,1.0,95,1000,0.8268,0.4145,0.463,0.7593,0.9815
XGBoost,212,54,0.9444,0.9333,0.9335,0.943,1.0,0.0556,0.8704,1.0,0.8448,1.0,95,1000,0.8464,0.4093,0.5,0.8704,0.9444
GradientBoosting,212,54,0.9259,0.9333,0.9284,0.9265,1.0,0.0741,0.8519,0.9815,0.8477,0.9859,95,1000,0.9863,0.6172,0.963,0.9815,1.0
ExtraTrees,212,54,0.9259,0.9333,0.9228,0.9267,0.9906,0.0647,0.8519,0.9815,0.8306,0.9848,95,1000,0.8057,0.3908,0.3704,0.7222,0.9444
LogisticRegression,212,54,0.8704,0.8883,0.8777,0.873,0.9906,0.1202,0.7778,0.9444,0.7817,0.9571,95,1000,0.8061,0.3467,0.537,0.6667,0.8889
