,precision,recall,f1-score,support
Pre-launch,0.43478260869565216,1.0,0.6060606060606061,10.0
Pre-encryption,0.0,0.0,0.0,10.0
Encrypting,1.0,0.45,0.6206896551724138,20.0
Post-encryption,0.7142857142857143,1.0,0.8333333333333334,15.0
micro avg,0.6415094339622641,0.6181818181818182,0.6296296296296297,55.0
macro avg,0.5372670807453416,0.6125,0.5150208986415883,55.0
weighted avg,0.637492941840768,0.6181818181818182,0.563170893891897,55.0
