,precision,recall,f1-score,support
Pre-launch,0.3333333333333333,0.2,0.25,10.0
Pre-encryption,0.4166666666666667,0.5,0.45454545454545453,10.0
Encrypting,0.6956521739130435,0.8,0.7441860465116279,20.0
Post-encryption,0.8181818181818182,0.6,0.6923076923076923,15.0
micro avg,0.6153846153846154,0.5818181818181818,0.5981308411214953,55.0
macro avg,0.5659584980237155,0.525,0.5352597983411937,55.0
weighted avg,0.6124685591088753,0.5818181818181818,0.587523470187318,55.0
