model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9933,0.9401,1.0,1.0,1.0
ExtraTrees,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9883,0.9184,1.0,1.0,1.0
GradientBoosting,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9678,0.3425,0.9524,0.9524,0.9524
LogisticRegression,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9603,0.7498,0.9048,1.0,1.0
XGBoost,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.7747,0.3392,0.4286,0.7143,0.9048
