,precision,recall,f1-score,support
Pre-encryption,0.6666666666666666,0.8571428571428571,0.75,7.0
Encryption-active,0.9714285714285714,0.918918918918919,0.9444444444444444,37.0
accuracy,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
macro avg,0.819047619047619,0.888030888030888,0.8472222222222222,44.0
weighted avg,0.9229437229437228,0.9090909090909091,0.913510101010101,44.0
