model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,248,63,0.9841,0.98,0.9833,0.9841,0.9879,0.0038,0.9524,1.0,0.9481,1.0,95,1000,0.9311,0.5093,0.7143,0.9365,1.0
GradientBoosting,248,63,0.9683,0.9668,0.9668,0.9683,1.0,0.0317,0.9206,1.0,0.9165,1.0,95,1000,0.9927,0.6267,0.9841,0.9841,1.0
ExtraTrees,248,63,0.9524,0.94,0.9491,0.9518,0.9919,0.0395,0.8889,1.0,0.886,1.0,95,1000,0.9352,0.5185,0.8095,0.9365,1.0
LogisticRegression,248,63,0.8889,0.8874,0.8847,0.8892,0.9879,0.099,0.8095,0.9524,0.798,0.9522,95,1000,0.9062,0.5179,0.6825,0.9048,1.0
