model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,328,83,0.988,0.9839,0.987,0.9879,1.0,0.012,0.9639,1.0,0.9584,1.0,95,1000,1.0,1.0,1.0,1.0,1.0
LogisticRegression,328,83,0.9759,0.9808,0.9746,0.976,0.9909,0.015,0.9398,1.0,0.9332,1.0,95,1000,0.9487,0.5878,0.8434,0.9639,1.0
ExtraTrees,328,83,0.9759,0.9677,0.9739,0.9757,0.997,0.0211,0.9398,1.0,0.932,1.0,95,1000,0.9819,0.7209,0.9398,1.0,1.0
RandomForest,328,83,0.9759,0.9677,0.9739,0.9757,1.0,0.0241,0.9398,1.0,0.932,1.0,95,1000,0.9974,0.7907,0.988,1.0,1.0
