,precision,recall,f1-score,support
Pre-enc Active,0.23076923076923078,0.6,0.3333333333333333,5.0
Active Encryption,0.0,0.0,0.0,10.0
Post-Encryption,0.3333333333333333,0.027777777777777776,0.05128205128205128,36.0
micro avg,0.25,0.0784313725490196,0.11940298507462686,51.0
macro avg,0.18803418803418803,0.20925925925925926,0.1282051282051282,51.0
weighted avg,0.25791855203619907,0.0784313725490196,0.06887883358471594,51.0
