,precision,recall,f1-score,support
Benign/Dormant,0.038461538461538464,1.0,0.07407407407407407,1.0
Pre-enc Active,0.14285714285714285,1.0,0.25,1.0
Active Encryption,1.0,0.3333333333333333,0.5,3.0
Post-Encryption,0.9523809523809523,0.4,0.5633802816901409,50.0
accuracy,0.41818181818181815,0.41818181818181815,0.41818181818181815,0.41818181818181815
macro avg,0.5334249084249084,0.6833333333333333,0.34686358894105374,55.0
weighted avg,0.9236430236430235,0.41818181818181815,0.5453288756105658,55.0
