model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,212,54,0.9259,0.8831,0.9111,0.9242,1.0,0.0741,0.8519,0.9815,0.7723,0.9878,95,1000,0.9826,0.5938,0.9444,0.963,1.0
ExtraTrees,212,54,0.9259,0.9217,0.909,0.9247,0.9811,0.0552,0.8519,0.9819,0.7946,0.9843,95,1000,0.8796,0.5249,0.5556,0.8519,1.0
LogisticRegression,212,54,0.9259,0.9381,0.8962,0.9303,0.9858,0.0599,0.8519,0.9815,0.7824,0.9778,95,1000,0.9003,0.4485,0.6667,0.8889,0.9815
RandomForest,212,54,0.8889,0.899,0.8834,0.8868,0.9858,0.0969,0.8148,0.963,0.7673,0.9663,95,1000,0.8854,0.501,0.6481,0.8704,1.0
XGBoost,212,54,0.9074,0.8553,0.8715,0.9037,1.0,0.0926,0.8148,0.9815,0.706,0.9686,95,1000,0.8789,0.3514,0.6481,0.8704,0.963
