,precision,recall,f1-score,support
Pre-enc Active,0.2777777777777778,1.0,0.43478260869565216,5.0
Active Encryption,0.0,0.0,0.0,10.0
Post-Encryption,0.0,0.0,0.0,36.0
micro avg,0.2777777777777778,0.09803921568627451,0.14492753623188406,51.0
macro avg,0.0925925925925926,0.3333333333333333,0.14492753623188406,51.0
weighted avg,0.027233115468409584,0.09803921568627451,0.042625745950554135,51.0
