,precision,recall,f1-score,support
Benign/Dormant,0.0,0.0,0.0,40.0
Pre-enc Active,1.0,0.06666666666666667,0.125,15.0
micro avg,1.0,0.01818181818181818,0.03571428571428571,55.0
macro avg,0.5,0.03333333333333333,0.0625,55.0
weighted avg,0.2727272727272727,0.01818181818181818,0.03409090909090909,55.0
