model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,248,63,0.9841,0.9783,0.9827,0.984,1.0,0.0159,0.9524,1.0,0.9426,1.0,95,1000,0.9989,0.9331,1.0,1.0,1.0
ExtraTrees,248,63,0.9524,0.9348,0.947,0.9516,0.9798,0.0274,0.9048,1.0,0.879,1.0,95,1000,0.953,0.6086,0.8413,0.9206,1.0
RandomForest,248,63,0.9365,0.9315,0.9315,0.9365,0.9879,0.0514,0.873,0.9841,0.8571,0.984,95,1000,0.9469,0.5079,0.8571,0.8889,1.0
LogisticRegression,248,63,0.9206,0.9098,0.9136,0.9202,0.9919,0.0713,0.8413,0.9841,0.8278,0.9819,95,1000,0.9213,0.6112,0.7143,0.9524,1.0
