,precision,recall,f1-score,support
Pre-launch,0.4,1.0,0.5714285714285714,10.0
Pre-encryption,0.0,0.0,0.0,10.0
Encrypting,1.0,0.75,0.8571428571428571,20.0
Post-encryption,1.0,1.0,1.0,15.0
accuracy,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
macro avg,0.6,0.6875,0.6071428571428571,55.0
weighted avg,0.7090909090909091,0.7272727272727273,0.6883116883116882,55.0
