model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,120,30,0.9333,0.7917,0.8439,0.9275,1.0,0.0667,0.8333,1.0,0.5212,1.0,95,1000,0.9844,0.5355,0.9667,0.9667,1.0
LogisticRegression,120,30,0.9,0.7667,0.7976,0.8968,1.0,0.1,0.8,1.0,0.4722,1.0,95,1000,0.9171,0.5804,0.8,0.9333,1.0
ExtraTrees,120,30,0.8667,0.7417,0.7595,0.8683,0.975,0.1083,0.7333,0.9667,0.4642,0.9368,95,1000,0.8876,0.5111,0.7,0.8667,1.0
RandomForest,120,30,0.8667,0.6417,0.6545,0.8527,0.9833,0.1166,0.7333,0.9667,0.4342,0.921,95,1000,0.8548,0.4287,0.5333,0.8333,0.9667
