,precision,recall,f1-score,support
Benign/Dormant,1.0,1.0,1.0,16.0
Pre-enc Active,0.25,0.25,0.25,20.0
Active Encryption,0.3,0.6923076923076923,0.4186046511627907,13.0
Post-Encryption,0.7142857142857143,0.3225806451612903,0.4444444444444444,31.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.5660714285714286,0.5662220843672456,0.5282622739018088,80.0
weighted avg,0.5880357142857143,0.5,0.5027454780361758,80.0
